Sid,Response,Without_Limit_Prompt_Without_Competition_Without_Limit_Return,Without_Limit_Prompt_Without_Competition_With_Limit_Return,Without_Limit_Prompt_With_Competition_Without_Limit_Return,Without_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
16268,"[
     {
         ""sid"": ""16268"",
         ""Technique ID"": ""T1136"",
         ""Technique name"": ""Create Account"",
         ""Quotes"": """"Create Account techniques include adversaries creating accounts on a victim's system for maintaining access for lateral movement, persistence, or exfiltration of sensitive information."""",
         ""Explanation"": ""The rule detects Win.Trojan.tdss.1.gen malware that typically creates a user account to maintain persistence on the victim's system.""
     },
     {
         ""sid"": ""16268"",
         ""Technique ID"": ""T1071"",
         ""Technique name"": ""Application Layer Protocol"",
         ""Quotes"": """"Application Layer Protocol techniques involve adversaries communicating using OSI application layer protocols (e.g., HTTP, FTP, DNS) to avoid detection and/or network filtering by blending in with existing traffic."""",
         ""Explanation"": ""The rule looks for HTTP traffic containing specific patterns associated with Win.Trojan.tdss.1.gen malware communication.""
     }
 ][
   {
     ""sid"": ""16268"",
     ""Technique ID"": ""T1497"",
     ""Technique Name"": ""Virtualization/Sandbox Evasion"",
     ""Quotes"": ""Adversaries may employ various means to detect and avoid virtualization and analysis environments"",
     ""Explanation"": ""This rule detects communication with a known Trojan (TDSS) that is associated with installing malicious code on the system during the installation process.""
   },
   {
     ""sid"": ""16268"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""This rule detects communication with a known Trojan (TDSS) that is associated with installing malicious code on the system during the installation process.""
   }
 ][
     ""sid"": ""16268"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
     ""Explanation"": """"This rule matches on an install-time detection of a known Trojan which tries to contact a domain which is associated with the Trojan. Ingress Tool Transfer is used because the payload is delivered over a network connection.""","['T1497', 'T1106', 'T1071', 'T1136', 'T1498', 'T1105', 'T1132', 'T1001', 'T1538', 'T1499', 'T1569', 'T1098', 'T1495', 'T1556', 'T1056', 'T1021', 'T1489']","['T1071', 'T1001']","['T1136', 'T1071', 'T1497', 'T1105']","['T1071', 'T1105']",['T1014']
57975,"[
   {
     ""sid"": ""57975"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
     ""Explanation"": ""This rule detects outbound HTTP requests from an internal network to a known malicious IP address, indicating potential exfiltration of data over a command and control channel.""
   },
   {
     ""sid"": ""57975"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
     ""Explanation"": ""The rule triggers when an outbound HTTP request from an internal network to a known malicious IP address is detected, suggesting the potential transfer of tools or files into the compromised environment.""
   }
 ][
   {
     ""sid"": ""57975"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
     ""Explanation"": ""This rule generates an event that is associated with a Trojan attempting to communicate with a C2 server to exfiltrate information.""
   }
 }[
   {
     ""sid"": ""57975"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
     ""Explanation"": ""This rule detects outbound traffic from a known malicious IP address that is associated with the Raccoon trojan. The traffic is suspicious because it contains a URI that is not typical of legitimate web traffic, and it lacks common HTTP headers such as \""User-Agent\"", \""Accept\"", and \""Referer\"".""
   },
   {
     ""sid"": ""57975"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
     ""Explanation"": ""The Raccoon trojan is known to download and execute additional tools and malware from its command and control server. This rule may detect the initial connection used to transfer these malicious files.""
   }
 ]","['T1071', 'T1105', 'T1041', 'T1588', 'T1056', 'T1190', 'T1486', 'T1083']","['T1071', 'T1056']","['T1041', 'T1105']","['T1041', 'T1105']",['T1105']
8445,"[
   {
     ""sid"": ""8445"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Drive-by Compromise"",
     ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing."",
     ""Explanation"": ""This rule detects attempts to download an RTF file with an embedded object package, which could be used to exploit vulnerabilities in Microsoft Office applications and gain access to the system.""
   },
   {
     ""sid"": ""8445"",
     ""Technique ID"": ""T1204"",
     ""Technique name"": ""User Execution"",
     ""Quotes"": ""Adversaries may trick a user into executing a file or script. This may involve the use of phishing, watering hole attacks, or drive-by downloads."",
     ""Explanation"": ""This rule detects attempts to download an RTF file with an embedded object package, which could be used to trick a user into opening a malicious file and executing its contents.""
   }
 ]
 {}
 [
     ""sid"": ""8445"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Drive-by Compromise"",
     ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing"",
     ""Explanation"": ""This rule finds attempts to download an RTF file that may contain an embedded object package which could be used to execute malicious code. The file type and embedded object content are common indicators of a drive-by compromise attempt.""
 ]","['T1212', 'T1189', 'T1566', 'T1018', 'T1059', 'T1195', 'T1598']","['T1189', 'T1566']","['T1189', 'T1204']","['T1189', 'T1204']",['T1204']
31858,"[
         ""sid"": ""31858"",
         ""Technique ID"": ""T1124"",
         ""Technique name"": ""System Time Discovery"",
         ""Quotes"": ""An adversary may gather the system time and/or time zone from a local or remote system."",
         ""Explanation"": ""This rule detects an exploit kit (Scanbox) that attempts to gather system information by scanning for specific files related to web browsers and plugins.""
     ]
 {}
 [
         ""sid"": ""31858"",
         ""Technique ID"": ""T1189"",
         ""Technique name"": ""Drive-by Compromise"",
         ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing"",
         ""Explanation"": ""This rule detects an attempt to exploit a vulnerability in the Scanbox exploit kit. The exploit kit is often delivered via drive-by downloads or phishing attacks.""
     ]","['T1189', 'T1068', 'T1190', 'T1203', 'T1124', 'T1187']","['T1189', 'T1190']","['T1124', 'T1189']","['T1124', 'T1189']",['T1189']
30788,"[
     ""sid"": ""30788"",
     ""Technique ID"": ""T1046"",
     ""Technique name"": ""Network Service Discovery"",
     ""Quotes"": """",
     ""Explanation"": ""This rule looks for the OpenSSL heartbeat response, which can be used to gather information about a remote host.""
 ][
   {
     ""sid"": ""30788"",
     ""Technique ID"": ""T1484"",
     ""Technique name"": ""Domain Policy Modification"",
     ""Quotes"": ""Adversaries may modify the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments"",
     ""Explanation"": ""This rule detects attempts to exploit the Heartbleed vulnerability in OpenSSL, which can allow attackers to steal sensitive information from a server's memory.""
   }
 ][
     {
         ""sid"": ""30788"",
         ""Technique ID"": ""T1210"",
         ""Technique name"": ""Exploitation of Remote Services"",
         ""Quotes"": ""Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network"",
         ""Explanation"": ""This rule detects attempts to exploit the Heartbleed vulnerability in OpenSSL, which can allow an attacker to steal sensitive information from a vulnerable server.""
     }
 ]","['T1211', 'T1190', 'T1210', 'T1484', 'T1046', 'T1205']","['T1190', 'T1046']","['T1046', 'T1484', 'T1210']","['T1046', 'T1484']",['T1005']
32949,"[
     {
         ""sid"": ""32949"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
         ""Explanation"": ""This rule looks for the download of an executable screensaver file, which is often used as a malware dropper.""
     }
 ][
     {
         ""sid"": ""32949"",
         ""Technique ID"": ""T1105"",
         ""Technique Name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
         ""Explanation"": ""This rule identifies the download of a screensaver file, which could potentially be used as a tool to transfer malicious content into the network.""
     },
     {
         ""sid"": ""32949"",
         ""Technique ID"": ""T1499"",
         ""Technique Name"": ""Endpoint Denial of Service"",
         ""Quotes"": ""Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users"",
         ""Explanation"": ""The downloaded screensaver file could potentially be used to launch a DoS attack by flooding the system with excessive requests or consuming system resources.""
     }
 ][
         ""sid"": ""32949"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
         ""Explanation"": ""This rule detects the download of an executable screensaver file, which could be used as a means of transferring malicious tools onto a compromised system.""
     ]","['T1105', 'T1204', 'T1485', 'T1102', 'T1499', 'T1129', 'T1190', 'T1564']","['T1204', 'T1102']","['T1105', 'T1499']","['T1105', 'T1499']",['T1546']
21108,"[
     ""sid"": ""21108"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Drive-by Compromise"",
     ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing."",
     ""Explanation"": ""This rule targets obfuscated landing pages used by exploit kits, which are often used in drive-by compromise attacks.""
 ][
     ""sid"": ""21108"",
     ""Technique ID"": ""T1203"",
     ""Technique Name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
     ""Explanation"": ""This rule detects an exploit kit landing page that can exploit vulnerabilities in client applications to execute malicious code.""
 ][
     {
         ""sid"": ""21108"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
         ""Explanation"": ""This rule looks for obfuscated landing pages used by unknown exploit kits, which could attempt to exploit vulnerabilities in web applications or browsers.""
     }
 ]","['T1105', 'T1189', 'T1203', 'T1530', 'T1190', 'T1124']","['T1189', 'T1190']","['T1189', 'T1203', 'T1190']","['T1189', 'T1203']",['T1027']
560,"[
   {
     ""sid"": ""560"",
     ""Technique ID"": ""T1021"",
     ""Technique name"": ""Remote Services"",
     ""Quotes"": ""Adversaries may use Valid Accounts to log into a service that accepts remote connections, such as telnet, SSH, and VNC"",
     ""Explanation"": ""The rule looks for the initiation of a Virtual Network Computing (VNC) server connection.""
   },
   {
     ""sid"": ""560"",
     ""Technique ID"": ""T1049"",
     ""Technique name"": ""System Network Connections Discovery"",
     ""Quotes"": ""Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network"",
     ""Explanation"": ""The rule looks for the initiation of a VNC server connection, which could be used by an adversary to establish a remote connection to the system.""
   }
 ][
         ""sid"": ""560"",
         ""Technique ID"": ""T1021"",
         ""Technique name"": ""Remote Services"",
         ""Quotes"": ""Adversaries may use Valid Accounts to log into a service that accepts remote connections, such as telnet, SSH, and VNC"",
         ""Explanation"": ""This rule looks for connections to VNC servers, which are often used for remote access and support.""
     ][
         ""sid"": ""560"",
         ""Technique ID"": ""T1021"",
         ""Technique Name"": ""Remote Services"",
         ""Quotes"": ""Adversaries may use Valid Accounts to log into a service that accepts remote connections, such as telnet, SSH, and VNC"",
         ""Explanation"": ""This rule detects RFB (Remote Framebuffer Protocol) traffic, which is used by VNC. VNC is a remote desktop protocol that allows a user to control a computer remotely.""
     ]","['T1021', 'T1071', 'T1049', 'T1048', 'T1189']","['T1071', 'T1189']","['T1021', 'T1049']","['T1021', 'T1049']",['T1021']
23620,"[
         ""sid"": ""23620"",
         ""Technique ID"": ""T1189"",
         ""Technique name"": ""Drive-by Compromise"",
         ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing."",
         ""Explanation"": ""This rule detects attempts to redirect users to malicious websites through malvertising.""
     ],
     [
         ""sid"": ""23620"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
         ""Explanation"": ""This rule also detects attempts to exploit vulnerabilities in web applications.""
     ][
     ""sid"": ""23620"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""This alert is triggered when an attempt is made to redirect a user to a malicious website through a malvertising network, indicating an attempt to exploit vulnerabilities in web browsers or web applications.""
 ][
         ""sid"": ""23620"",
         ""Technique ID"": ""T1189"",
         ""Technique name"": ""Drive-by Compromise"",
         ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing"",
         ""Explanation"": ""This event is generated when activity relating to malware is detected, specifically a malvertising network attempted redirect.""
     ]","['T1189', 'T1129', 'T1123', 'T1190', 'T1124', 'T1203']","['T1189', 'T1123']","['T1189', 'T1190']","['T1190', 'T1189']",['T1102']
47866,"[
   {
     ""sid"": ""47866"",
     ""Technique ID"": ""T1059"",
     ""Technique Name"": ""Command and Scripting Interpreter"",
     ""Quotes"": [
       ""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries""
     ],
     ""Explanation"": ""The rule detects obfuscated PowerShell invocation, which is a technique used by adversaries to execute commands and scripts.""
   },
   {
     ""sid"": ""47866"",
     ""Technique ID"": ""T1140"",
     ""Technique Name"": ""Deobfuscate/Decode Files or Information"",
     ""Quotes"": [
       ""Adversaries may use Obfuscated Files or Information to hide artifacts of an intrusion from analysis""
     ],
     ""Explanation"": ""The rule detects obfuscated PowerShell invocation, which is a technique used by adversaries to hide malicious content from analysis.""
   }
 ][
         ""sid"": ""47866"",
         ""Technique ID"": ""T1140"",
         ""Technique Name"": ""Deobfuscate/Decode Files or Information"",
         ""Quotes"": ""Adversaries may use Obfuscated Files or Information to hide artifacts of an intrusion from analysis"",
         ""Explanation"": ""The rule looks for a specific obfuscated PowerShell command, which indicates that the malware is attempting to evade detection through obfuscation.""
     ],
     [
         ""sid"": ""47866"",
         ""Technique ID"": ""T1046"",
         ""Technique Name"": ""Network Service Discovery"",
         ""Quotes"": ""Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation"",
         ""Explanation"": ""The rule looks for a specific obfuscated PowerShell command, which includes network service discovery functionality.""
     ],
     [
         ""sid"": ""47866"",
         ""Technique ID"": ""T1074"",
         ""Technique Name"": ""Data Staged"",
         ""Quotes"": ""Adversaries may stage collected data in a central location or directory prior to Exfiltration"",
         ""Explanation"": ""The rule looks for a specific obfuscated PowerShell command, which includes data staging functionality.""
     ]
 ][
         ""sid"": ""47866"",
         ""Technique ID"": ""T1064"",
         ""Technique name"": ""Obfuscated Files or Information"",
         ""Quotes"": ""Obscuring data in some way to make subsequent analysis more difficult is very common in attack preparation"",
         ""Explanation"": ""This rule matches PowerShell encoded in hex. The PowerShell is likely malicious. Obfuscation is used by adversaries to avoid detection.""
     ],
     ""sid"": ""47866"",
     ""Technique ID"": ""T1046"",
     ""Technique name"": ""Network Service Discovery"",
     ""Quotes"": ""Network service discovery may be used to identify hosts and services within a network and can inform many different types of other techniques"",
     ""Explanation"": ""Port scan attempt on multiple well-known ports.""
 ],
     ""sid"": ""47866"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Transfer tools to the objective machine via various techniques"",
     ""Explanation"": ""Pattern match indicates PowerShell script in payload.""
 ]","['T1059', 'T1564', 'T1140', 'T1046', 'T1123', 'T1105', 'T1074', 'T1204', 'T1212', 'T1218']","['T1059', 'T1123']","['T1059', 'T1140', 'T1046', 'T1074', 'T1064', 'T1105']","['T1140', 'T1505']",['T1059']
39930,"[
     ""sid"": ""39930"",
     ""Technique ID"": ""T1555"",
     ""Technique name"": ""Credentials from Password Stores"",
     ""Quotes"": """"Adversaries may attempt to access or obtain password credentials stored within a system's password manager, such as a keystore or credential management tool."""",
     ""Explanation"": ""This rule looks for attempts to exploit a credential disclosure vulnerability in Siemens IP-Camera.""
 ]
 {}
 [
   {
     ""sid"": ""39930"",
     ""Technique ID"": ""T1551"",
     ""Technique name"": ""Credentials from Web Services"",
     ""Quotes"": ""Adversaries can attempt to gather credentials by querying web services like LDAP"",
     ""Explanation"": ""This rule detects attempts to exploit a credential disclosure vulnerability in Siemens IP Camera by querying the '/cgi-bin/readfile.cgi?query=ADMINID' URI.""
   },
   {
     ""sid"": ""39930"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit vulnerabilities in public-facing applications"",
     ""Explanation"": ""This rule detects attempts to exploit a credential disclosure vulnerability in Siemens IP Camera by querying the '/cgi-bin/readfile.cgi?query=ADMINID' URI.""
   }
 ]","['T1071', 'T1003', 'T1598', 'T1213', 'T1110', 'T1559', 'T1565']","['T1071', 'T1003']","['T1555', 'T1551', 'T1190']","['T1555', 'T1505']",['T1003']
47640,"[
   {
     ""sid"": ""47640"",
     ""Technique ID"": ""T1544"",
     ""Technique name"": ""Certificate Distribution"",
     ""Quotes"": ""Adversaries may distribute certificates to enable secure communications or authentication or to impersonate other entities."",
     ""Explanation"": ""This rule detects SSL certificates with null issuer rdnSequence fields, which could be an indicator of malicious activity.""
   }
 ][
         ""sid"": ""47640"",
         ""Technique ID"": ""T1595"",
         ""Technique name"": ""Forge Credentials"",
         ""Quotes"": """"Adversaries may create or modify credentials to gain access to a system or service. The rule looks for the presence of SSL certificates with null issuer rdnSequence fields, which could indicate that an adversary is attempting to forge credentials to gain access to the system."""",
         ""Explanation"": ""This rule looks for SSL certificates with null issuer rdnSequence fields, which could indicate an attempt to forge credentials.""
     ][
   {
     ""sid"": ""47640"",
     ""Technique ID"": ""T1116"",
     ""Technique name"": ""Create or Modify Certificates"",
     ""Quotes"": ""\""Adversaries may create or modify certificates to bypass security controls, evade detection, establish encrypted communications, sign malicious software, or impersonate entities or services\"""",
     ""Explanation"": ""The rule detects SSL certificates with null issuer rdnSequence fields, which could be used to bypass certificate validation and impersonate a trusted entity.""
   }
 ]","['T1611', 'T1569', 'T1553', 'T1593', 'T1021', 'T1562', 'T1588', 'T1189', 'T1222', 'T1571', 'T1590']","['T1189', 'T1021']","['T1544', 'T1595', 'T1116']","['T1544', 'T1595']",['T1102']
49292,"[
   {
     ""sid"": ""49292"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
     ""Explanation"": ""This rule looks for attempts to exploit a remote code execution vulnerability in the ACE compression format. This vulnerability can be used to execute arbitrary code on a target system when a user opens a malicious ACE file.""
   }
 ][
   {
     ""sid"": ""34829"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
     ""Explanation"": ""This rule looks for attempts to exploit a remote code execution vulnerability in WinRAR's ACE (Advanced Compression Evaluator) archive format.""
   }
 ][
   {
     ""sid"": ""49292"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
     ""Explanation"": ""This rule detects an attempt to exploit CVE-2018-20250, a remote code execution vulnerability in WinRAR's ACE decompression engine.""
   }
 ]","['T1137', 'T1190', 'T1203']","['T1190', 'T1203']",['T1203'],['T1203'],['T1547']
42835,"[
     ""sid"": ""42835"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""This rule detects attempts to establish a web shell connection, which is a common technique for transferring tools or other malicious files into a compromised system.""
 ][
     ""sid"": ""42835"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""This rule looks for web shell connections to a backdoor, which is a common method for adversaries to transfer tools or other files into a compromised environment.""
 ][
     {
         ""sid"": ""42835"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
         ""Explanation"": ""The rule inspects HTTP POST data for a pattern related to the Chopper web shell, which is often used by adversaries to maintain covert access to compromised systems and transfer tools or other malicious files.""
     }
 ]","['T1105', 'T1190', 'T1133']","['T1190', 'T1133']",['T1105'],['T1105'],"['T1505', 'T1219']"
47847,"[
   {
     ""sid"": ""47847"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
     ""Explanation"": ""This rule looks for attempts to download and execute a PowerShell command from a remote server.""
   },
   {
     ""sid"": ""47847"",
     ""Technique ID"": ""T1068"",
     ""Technique Name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in an attempt to elevate privileges."",
     ""Explanation"": ""This technique is relevant because the downloaded PowerShell command could be used to escalate privileges on the target system.""
   }
 ][
         ""sid"": ""47847"",
         ""Technique ID"": ""T1484"",
         ""Technique name"": ""File Download"",
         ""Quotes"": ""The technique involves retrieving a file from a remote system (e.g., via HTTP, HTTPS, etc.) and storing the contents of this file onto the target system."",
         ""Explanation"": ""This rule detects attempts to download and execute a PowerShell script from a remote system, which is a common method used by malware to infect and control systems.""
     ]
 {}
 ","['T1140', 'T1105', 'T1027', 'T1036', 'T1106', 'T1218', 'T1495', 'T1068', 'T1546']","['T1027', 'T1218']","['T1105', 'T1068', 'T1484']","['T1105', 'T1068']",['T1059']
21318,"
 {}
 [
         ""sid"": ""21318"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
         ""Explanation"": ""This rule detects outbound connections made by the Win.Trojan.FakeAV TDSS/PurpleHaze variant, which is known to exfiltrate data over HTTP using base64 encoding.""
     ][
         ""sid"": ""21318"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
         ""Explanation"": ""This rule detects outbound connections made by Win.Trojan.FakeAV, which is a known malware that exfiltrates data over HTTP.""
     ]","['T1021', 'T1071', 'T1497', 'T1047', 'T1566', 'T1564', 'T1105', 'T1041', 'T1190', 'T1046']","['T1071', 'T1021']",['T1041'],['T1041'],['T1001']
19671,"[
         ""sid"": ""19671"",
         ""Technique ID"": ""T1220"",
         ""Technique name"": ""XSL Script Processing"",
         ""Quotes"": ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files."",
         ""Explanation"": ""This rule looks for attempts to exploit an XSLT memory corruption vulnerability in Microsoft Internet Explorer.""
     ][
   {
     ""sid"": ""19671"",
     ""Technique ID"": ""T1220"",
     ""Technique name"": ""XSL Script Processing"",
     ""Quotes"": ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files."",
     ""Explanation"": ""This rule looks for attempts to exploit a memory corruption vulnerability in Microsoft Internet Explorer's handling of XSLT scripts.""
   }
 ][
     {
         ""sid"": ""19671"",
         ""Technique ID"": ""T1220"",
         ""Technique name"": ""XSL Script Processing"",
         ""Quotes"": ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files."",
         ""Explanation"": ""This rule alerts on attempts to exploit a memory corruption vulnerability in Microsoft Internet Explorer's XSLT processing engine.""
     }
 ]","['T1189', 'T1190', 'T1220', 'T1213', 'T1203', 'T1068']","['T1189', 'T1190']",['T1220'],['T1220'],['T1220']
38950,"[
   {
     ""sid"": ""38950"",
     ""Technique ID"": ""T1020"",
     ""Technique Name"": ""Automated Exfiltration"",
     ""Quotes"": ""Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection"",
     ""Explanation"": ""This rule is triggered when the Snort IDS detects an attempt to exfiltrate passwords by a Trojan (Win.Trojan.PassStealer) over an FTP connection.""
   }
 ][
   {
     ""sid"": ""38950"",
     ""Technique ID"": ""T1020"",
     ""Technique name"": ""Automated Exfiltration"",
     ""Quotes"": ""Automated Exfiltration techniques are used by adversaries to move data off of a victim network or system, potentially for use in later attacks or to move the data to other systems for other purposes."",
     ""Explanation"": ""This rule looks for a specific pattern within an FTP file transfer that indicates the attempted exfiltration of passwords by a Trojan.""
   }
 ][
   {
     ""sid"": ""38950"",
     ""Technique ID"": ""T1020"",
     ""Technique Name"": ""Automated Exfiltration"",
     ""Quotes"": ""Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection"",
     ""Explanation"": ""This rule looks for attempts to exfiltrate passwords from a host.""
   }
 ]",['T1020'],['T1020'],['T1020'],['T1020'],['T1020']
57253,"[
     {
         ""sid"": ""57253"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
         ""Explanation"": ""This rule detects attempts to exploit a remote code execution vulnerability in Microsoft Exchange Server.""
     }
 ][
   {
     ""sid"": ""57253"",
     ""Technique ID"": ""T1499"",
     ""Technique name"": ""Endpoint Denial of Service"",
     ""Quotes"": ""Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users."",
     ""Explanation"": ""This rule detects attempts to perform an arbitrary file write on a Microsoft Exchange Server, which could lead to a denial of service condition.""
   }
 ][
   {
     ""sid"": ""57253"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": """""",
     ""Explanation"": ""This rule detects attempts to exploit an arbitrary file write vulnerability in Microsoft Exchange""
   }
 ]","['T1203', 'T1190', 'T1499']","['T1190', 'T1203']","['T1190', 'T1499']","['T1190', 'T1499']",['T1106']
50466,"[
   {
     ""sid"": ""50466"",
     ""Technique ID"": ""T1543"",
     ""Technique Name"": ""Create or Modify System Process"",
     ""Quotes"": ""Adversaries may create or modify system-level processes to repeatedly execute malicious payloads as part of persistence."",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in the SMB protocol that allows an attacker to execute arbitrary code on the target system.""
   }
 ][
   {
     ""sid"": ""50466"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in the SMB protocol, which could allow an attacker to execute arbitrary code on the target system.""
   }
 ][
         ""sid"": ""50466"",
         ""Technique ID"": ""T1133"",
         ""Technique name"": ""External Remote Services"",
         ""Quotes"": ""Adversaries may leverage external-facing remote services to initially access and/or persist within a network."",
         ""Explanation"": ""This rule detects attempts to exploit a vulnerability in the SMB protocol, which can be used to gain access to a remote system.""
     ]","['T1553', 'T1547', 'T1546', 'T1598', 'T1564', 'T1574', 'T1190', 'T1530', 'T1543', 'T1133']","['T1190', 'T1574']","['T1543', 'T1190', 'T1133']","['T1543', 'T1190']",['T1187']
