Rule,technique ids
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger runtime detection - hwae windows activity logs""; flow:to_server,established; content:""Subject|3A| "",nocase; content:""HWAE Windows Activity LOG"",distance 0,nocase; service:smtp; classtype:successful-recon-limited; sid:5781; rev:9; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP Symantec IM manager IMAdminReportTrendFormRun.asp sql injection attempt""; flow:to_server,established; http_uri; content:""|2F|IMManager|2F|admin|2F|IMAdminReportTrendFormRun|2E|asp|3F|"",nocase; pcre:""/groupList\x3d[^\x26]*\x3b/i""; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:18556; rev:13; )",['T1190']
"alert tcp $EXTERNAL_NET 443 -> $HOME_NET any ( msg:""MALWARE-OTHER self-signed SSL certificate with default Internet Widgits Pty Ltd organization name""; flow:to_client,established; ssl_state:server_hello; content:""|55 04 0A 13 18|Internet Widgits Pty Ltd"",fast_pattern,nocase; metadata:impact_flag red,policy max-detect-ips drop; service:ssl; classtype:policy-violation; sid:19551; rev:12; )",['T1078']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC URI Request for known malicious URI - Chinese Rootkit.Win32.Fisp.a""; flow:to_server,established; http_uri; content:""/tj.aspx?a="",nocase; content:""&b="",distance 0,nocase; content:""&c="",distance 0,nocase; content:""&f="",distance 0,nocase; content:""&g="",distance 0,nocase; service:http; classtype:trojan-activity; sid:18782; rev:6; )",['T1014']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""MALWARE-OTHER Win.Keylogger.WindowsKeylogger variant download attempt""; flow:to_server,established; file_data; content:""user32.ShowWindow(kernel32.GetConsoleWindow(), 0)"",fast_pattern,nocase; content:""key_info.append(str(key.name)""; content:""key.on_press(write_key)""; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop; service:smtp; classtype:trojan-activity; sid:53198; rev:1; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_header; content:""lower"",fast_pattern,nocase; pcre:""/(%(25)?24|\x24)(%(25)?7b|\x7b)lower(%(25)?3a|\x3a)/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; gid:1; sid:58739; rev:5; )",['T1190']
"alert tcp any $HTTP_PORTS -> any any ( msg:""INDICATOR-COMPROMISE Responder poisoner HTTP attack attempt""; flow:to_client,established; http_header; content:""Last-Modified: Wed, 24 Nov 2010 00:39:06 GMT|0D 0A|"",fast_pattern,nocase; content:""Date: Thu, 24 Oct 2013 22:35:46 GMT""; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:misc-attack; sid:50097; rev:2; )",['T1566']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 445 ( msg:""MALWARE-CNC Win.Trojan.BasicPipeShell variant communication attempt""; flow:to_server,established; content:""|FE|SMB"",depth 4,offset 4; content:""|0B 00|"",within 2,distance 8; content:""|70 00 69 00 70 00 65 00 73 00 68 00 65 00 6C 00 6C 00 2D 00 70 00 69 00 70 00 65 00 6E 00 61 00 6D 00 65 00|""; metadata:policy max-detect-ips drop,ruleset community; service:netbios-ssn; classtype:trojan-activity; sid:56891; rev:1; )",['T1071']
"alert tcp $HOME_NET $HTTP_PORTS -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Perl.Webshell.GoShell outbound connection attempt""; flow:to_client,established; file_data; content:""<input type=text class=|22|TEXT|22| name=cmd value="",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; gid:1; sid:60591; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 ( msg:""SERVER-WEBAPP Linksys router default password login attempt""; flow:to_server,established; http_header; content:""Authorization|3A|"",nocase; pcre:""/^Authorization\x3a(\s*|\s*\r?\n\s+)Basic\s+OmFkbWlu/ims""; metadata:ruleset community; service:http; T1078; classtype:default-login-attempt; sid:1860; rev:15; )",['T1078']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""INDICATOR-COMPROMISE PHP obfuscated eval command execution attempt""; flow:to_server,established; http_client_body; content:""php"",nocase; content:""eval"",within 100,nocase; content:""base64_decode"",within 100,nocase; metadata:policy max-detect-ips drop; service:http; classtype:web-application-attack; sid:45915; rev:2; )",['T1027']
"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER Keylogger ardamax keylogger runtime detection - ftp""; flow:to_server,established; content:""{D082139B-D5E4-4e63-B866-9BFC97880A48}"",fast_pattern,nocase; classtype:successful-recon-limited; sid:7552; rev:9; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.OilRig variant outbound connection""; flow:to_server,established; http_uri; content:""/pser?"",depth 6; pcre:""/\x2fpser\x3f[A-F0-9]{3,84}(BBZ|BBY)/""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; sid:47900; rev:2; )",['T1071']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_client_body; content:""%2524{"",fast_pattern,nocase; pcre:""/%2524\x7b.{0,200}(%(25)?24|\x24)(%(25)?7b|\x7b).{0,200}(%(25)?3a|\x3a)(%(25)?(27|2d|5c|22)|[\x27\x2d\x5c\x22])*([jndi\x7d\x3a\x2d]|(%(25)?(7d|3a|2d))|(%(25)?5c|\x5c)u00[a-f0-9]{2}){1,4}(%(25)?(22|27)|[\x22\x27])?(%(25)?(3a|7d)|[\x3a\x7djndi])/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; sid:58786; rev:4; )",['T1190']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Php.Webshell.Antichat inbound connection attempt""; flow:to_server,established; http_client_body; content:""action="",nocase; content:""&dir="",distance 0,fast_pattern,nocase; content:""&file="",distance 0,nocase; http_uri; content:"".php"",nocase; http_client_body; pcre:""/^action=[^&]*?&dir=[^&]*?&file=[^&]*?$/i""; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59025; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""APP-DETECT Hola VPN X-Hola-Version header nonstandard port attempt""; flow:to_server,established; content:""X-Hola-Version:"",fast_pattern,nocase; metadata:policy max-detect-ips drop; classtype:policy-violation; sid:37302; rev:3; )",['T1021']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.Banload variant inbound connection""; flow:to_client,established; http_header; content:""/avcheck.exe|0D 0A 0D 0A|"",fast_pattern,nocase; content:""|0D 0A|Location: https://dl.dropboxusercontent.com/""; pcre:""/\r\nLocation\x3a\x20https\x3a\x2f{2}dl\.dropboxusercontent\.com\/[a-zA-Z\d\x2f]{5,32}\/avcheck\.exe\r\n\r\n$/""; metadata:impact_flag red,ruleset community; service:http; T1102; classtype:trojan-activity; sid:29031; rev:5; )",['T1102']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zacinlo outbound connection""; flow:to_server,established; http_uri; content:""/entry/feedbackinfo/production/"",fast_pattern,nocase; http_header; content:""User-Agent: wget""; content:""Referer:""; content:""/entry/feedbackinfo/production/"",within 100; content:!""Accept-""; content:!""Content-""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:trojan-activity; sid:49788; rev:2; )",['T1043']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION Javascript obfuscation - eval""; flow:to_client,established; file_data; content:""|22|e|22|+|22|val|22|"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:ftp-data,http,imap,pop3; classtype:attempted-user; sid:23161; rev:5; )",['T1027']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Php.Webshell.AcceptLanguage download attempt""; flow:to_client,established; file_data; content:""<?php"",nocase; content:""passthru(getenv("",distance 0,fast_pattern,nocase; content:""HTTP_ACCEPT_LANGUAGE"",within 30; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:ftp-data,http,imap,pop3; classtype:trojan-activity; sid:58913; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Php.Webshell.C0ders inbound connection attempt""; flow:to_server,established; http_uri; content:"".php?mode=upload"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59266; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Oracle Business Transaction Management flashtunnelservice directory traversal attempt""; flow:to_server,established; http_uri; content:""/btmui/soa/flash_svc/"",fast_pattern,nocase; http_client_body; content:""FileRequest"",nocase; content:""handle"",within 64,nocase; pcre:""/handle\s*=\s*[\x22\x27][^\x22\x27]*?(\x2e|%(25)?2e){2}([\x2f\x5c]|%(25)?(2f|5c))/i""; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-user; sid:24740; rev:7; )",['T1070']
"alert file ( msg:""MALWARE-OTHER JSP.Webshell.JSPShell transfer attempt""; flow:to_server,established; file_data; content:""<%@"",depth 3; content:""request.getParameter(|22|cmd|22|) + |22|<BR>|22|)|3B|"",fast_pattern,nocase; content:""Runtime.getRuntime().exec(request.getParameter(|22|""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; classtype:trojan-activity; gid:1; sid:300363; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Directate outbound connection""; flow:to_server,established; http_uri; content:""/plugin/update/?user="",fast_pattern; content:""&usersid="",within 45; content:""&version="",within 193; content:""&osbit="",distance 0; content:""&state="",within 10; http_header; content:""User-Agent|3A| EI Plugin updater"",nocase; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:35317; rev:3; )",['T1176']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 10050 ( msg:""MALWARE-OTHER Keylogger win-spy runtime detection - download file client-to-server""; flow:to_server,established; content:""/CD"",fast_pattern,nocase; pcre:""/\x2FCD[^\r\n]*\x18\x16/ims""; flowbits:set,winspy_download_client-to-server; flowbits:noalert; classtype:successful-recon-limited; sid:7161; rev:6; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_client_body; content:""${"",fast_pattern,nocase; pcre:""/\x24\x7b.{0,200}(%(25)?24|\x24)(%(25)?7b|\x7b).{0,200}(%(25)?3a|\x3a)(%(25)?(27|2d|5c|22)|[\x27\x2d\x5c\x22])*([jndi\x7d\x3a\x2d]|(%(25)?(7d|3a|2d))|(%(25)?5c|\x5c)u00[a-f0-9]{2}){1,4}(%(25)?(22|27)|[\x22\x27])?(%(25)?(3a|7d)|[\x3a\x7djndi])/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; sid:58741; rev:6; )",['T1190']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_header; content:""${upper:"",fast_pattern,nocase; pcre:""/\x24{(\x24{(upper|lower):j}|j)(\x24{(upper|lower):n}|n)(\x24{(upper|lower):d}|d)(\x24{(upper|lower):i}|i)(\x24{(upper|lower)::}|:)/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; gid:1; sid:58731; rev:6; )",['T1190']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""BROWSER-FIREFOX Mozilla Firefox 3 xsl parsing heap overflow attempt""; flow:to_client,established; file_data; content:""<xsl|3A|key name=|22|label|22| match=|22|item2|22| use=|22|w00t|28 29 22|/>"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:15431; rev:14; )",['T1220']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Cobalt Strike beacon outbound connection attempt""; flow:to_server,established; content:""nyt-gdpr=0|3B|nyt-purr=cfh|3B|nyt-geo=US}"",fast_pattern,nocase; pcre:""/^GET\s(?:\/ads\/google|\/vi-assets\/static-assets|\/v1\/preferences|\/idcta\/translations|\/v2\/preferences)/""; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:http; classtype:attempted-user; sid:56615; rev:1; )",['T1102']
"alert ip $EXTERNAL_NET any -> $HOME_NET any ( msg:""INDICATOR-SHELLCODE x86 inc ecx NOOP""; content:""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""; metadata:ruleset community; classtype:shellcode-detect; sid:1394; rev:17; )",['T1204']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger sskc v2.0 runtime detection""; flow:to_server,established; content:""SSKC"",nocase; content:""v2.0"",distance 0,nocase; content:""Startup"",distance 0,nocase; content:""at"",distance 0,nocase; pcre:""/^SSKC[^\r\n]*v2\x2E0[^\r\n]*Startup[^\r\n]*at/ims""; metadata:policy max-detect-ips drop; service:smtp; classtype:successful-recon-limited; sid:11309; rev:8; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-OTHER Multiple Products XML external entity information disclosure attempt""; flow:to_server,established; file_data; content:""ENTITY"",fast_pattern,nocase; content:""://"",within 75; pcre:""/(\x21|%21)ENTITY((?!\x3e|%3e).)*?(SYSTEM|PUBLIC)((?!\x3e|%3e).)*?(file|http|https|ftp|jar)\x3A\x2F\x2F/i""; metadata:policy max-detect-ips drop,policy security-ips drop; service:smtp; classtype:misc-attack; sid:49865; rev:2; )",['T1020']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Hola VPN startup attempt""; flow:to_server,established; http_uri; content:""/www/hola/pub/"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:policy-violation; sid:37301; rev:4; )",['T1021']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""BROWSER-FIREFOX Mozilla products obfuscated cross site scripting attempt""; flow:to_client,established; file_data; content:""&#xdc"",fast_pattern,nocase; content:""&#xdc""; content:""&#xdc"",distance 0; content:""&#xdc"",distance 0; metadata:policy max-detect-ips drop; service:http; classtype:attempted-admin; sid:43672; rev:3; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""OS-OTHER Bash CGI environment variable injection attempt""; flow:to_server,established; http_header; content:""() {"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-admin; sid:31978; rev:5; )",['T1190']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zeus variant outbound connection""; flow:to_server,established; http_raw_uri; bufferlen:9; http_uri; content:""/diff.php"",fast_pattern,nocase; http_header; content:""|0D 0A|User-Agent: Mozilla/4.0|0D 0A|""; content:""|0D 0A|Content-Type: application/octet-stream|0D 0A|""; http_client_body; content:""|A0 CD 37 A4 5B|"",depth 5; metadata:impact_flag red,ruleset community; service:http; classtype:trojan-activity; sid:35030; rev:2; )",['T1094']
"alert file ( msg:""MALWARE-OTHER Php.Webshell.CmdShell transfer attempt""; flow:to_server,established; file_data; content:""<?""; content:""system($_GET['cmd'])"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; classtype:trojan-activity; gid:1; sid:300255; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER WordPress wp_user_roles configuration change attempt""; flow:to_server,established; http_uri; content:""/admin-ajax.php"",fast_pattern,nocase; http_client_body; content:""default_role"",nocase; content:""administrator"",within 45,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:web-application-attack; sid:49539; rev:1; )",['T1190']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""BROWSER-FIREFOX Mozilla Firefox 3 xsl parsing heap overflow attempt""; flow:to_client,established; file_data; content:""<xsl:key name=|22|"",depth 15,offset 117,fast_pattern; content:""match=|22|"",within 7,distance 10; content:""use=|22|"",within 5,distance 10; content:""</xsl:stylesheet>"",within 17,distance 101; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:33566; rev:3; )",['T1220']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""POLICY-OTHER IBM Spectrum Protect Plus admin credentials reset attempt""; flow:to_server,established; http_uri; content:""/emi/api/changeadministratorpassword"",fast_pattern,nocase; http_client_body; content:""cpassword=sppDP758-SysXyz""; service:http; classtype:policy-violation; sid:56321; rev:3; )",['T1078']
"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt""; flow:to_server,established,only_stream; content:""|18 03 03|"",depth 3; detection_filter:track by_src,count 3,seconds 1; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; classtype:attempted-recon; sid:30513; rev:8; )",['T1123']
"alert tcp any any -> any any ( msg:""MALWARE-TOOLS GhostPack Rubeus kerberos request attempt""; flow:to_server,established; content:""User32LogonProcesss"",fast_pattern,nocase; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:kerberos; classtype:trojan-activity; gid:1; sid:56585; rev:2; )",['T1190']
"alert udp $EXTERNAL_NET any -> 255.255.255.255 15164 ( msg:""MALWARE-OTHER Keylogger stealthwatcher 2000 runtime detection - agent discover broadcast""; flow:to_server; content:""|00|]B|00 0A 02 08 FE 01 FC 12 00|"",depth 12; classtype:successful-recon-limited; sid:6384; rev:9; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_uri; content:""${jndi:"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; sid:58722; rev:5; )",['T1190']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""INDICATOR-OBFUSCATION JavaScript exploit obfuscation attempt""; flow:to_server,established; file_data; content:""<body onload=|22|""; content:""parseInt|28 22|"",within 150,distance 25,fast_pattern; content:""unescape|28|"",within 150,distance 25; content:""String.fromCharCode|28|"",within 150,distance 25; metadata:policy max-detect-ips drop; service:smtp; classtype:attempted-user; sid:51633; rev:1; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Php.Webshell.Andela inbound connection attempt""; flow:to_server,established; http_uri; content:"".php?y=|2F|"",fast_pattern,nocase; content:""&x="",nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59049; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC PowerShell Empire variant outbound connection""; flow:to_server,established; http_uri; content:""/login/process.php"",fast_pattern,nocase; http_cookie; content:""SESSION""; http_header; content:""User-Agent: Mozilla/5.0 (Windows NT 6.1|3B| WOW64|3B| Trident/7.0|3B| rv:11.0) like Gecko""; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:44562; rev:4; )",['T1059']
"alert tcp $HOME_NET 456 -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER Keylogger remotekeylog.b runtime detection - keylogging""; flow:to_client,established; content:""WND"",depth 3; flowbits:set,RemoteKeyLog.b.Keylogging_detection; flowbits:noalert; metadata:policy max-detect-ips alert; classtype:successful-recon-limited; sid:12131; rev:6; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP eWON default password login attempt""; flow:to_server,established; http_header; content:""Authorization|3A|"",nocase; content:""YWRtOmFkbQ=="",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:default-login-attempt; sid:37396; rev:3; )",['T1078']
"alert tcp $HOME_NET any -> $EXTERNAL_NET [25,587] ( msg:""MALWARE-CNC Win.Trojan.HawkEye Keylogger exfiltration attempt - clipboard and screenshot""; flow:to_server,established; flowbits:isset,hawk.lgr; content:""name=screenshot"",fast_pattern,nocase; pcre:""/name\x3dscreenshot\d+\x2e/i""; metadata:impact_flag red,ruleset community; service:smtp; T1020; T1056; classtype:trojan-activity; sid:33223; rev:3; )",['T1020']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger netobserve runtime detection - email notification""; flow:to_server,established; flowbits:isset,NETObserve_SMTP; content:""NETObserve"",nocase; content:""Requested"",distance 0,nocase; content:""Information"",distance 0,nocase; pcre:""/^NETObserve\s+Requested\s+Information/ims""; service:smtp; classtype:successful-recon-limited; sid:8466; rev:7; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 1024:65535 ( msg:""MALWARE-CNC Win.Trojan.VicSpy.A variant outbound connection""; flow:to_server,established; content:""VicSpy Keylogger"",depth 16,fast_pattern,nocase; content:""|0A|Ver|3A| "",within 50,nocase; content:""|0A|Prm|3A| "",within 50,nocase; classtype:trojan-activity; sid:21947; rev:7; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger overspy runtime detection""; flow:to_server,established; content:""Subject|3A| OverSpy Surveillance Data"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:smtp; classtype:successful-recon-limited; sid:12226; rev:8; )",['T1056']
"alert tcp any any -> $HOME_NET 445 ( msg:""MALWARE-OTHER Win.Ransomware.BadRabbit propagation via SVCCTL remote service attempt""; flow:to_server,established; content:""|FE|SMB"",depth 4,offset 4; content:""|5C 00|r|00|u|00|n|00|d|00|l|00|l|00|3|00|2|00|.|00|e|00|x|00|e"",fast_pattern,nocase; content:""|5C 00|i|00|n|00|f|00|p|00|u|00|b|00|.|00|d|00|a|00|t"",nocase; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop; service:dcerpc; classtype:trojan-activity; sid:44646; rev:5; )",['T1021']
"alert tcp $HOME_NET any -> $EXTERNAL_NET [777,778] ( msg:""MALWARE-CNC Win.Trojan.Dropper outbound encrypted traffic - potential exfiltration""; flow:to_server,established; isdataat:1440; content:""|03 2B 82 86 02 A0 05|"",fast_pattern,nocase; metadata:ruleset community; T1020; classtype:trojan-activity; sid:29379; rev:3; )",['T1020']
"alert ip $HOME_NET any -> $EXTERNAL_NET any ( msg:""INDICATOR-COMPROMISE Microsoft cmd.exe outbound shell attempt""; content:""Microsoft Windows [Version"",depth 26; metadata:policy max-detect-ips drop; classtype:attempted-user; sid:47398; rev:2; )",['T1059']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Downloader.DDECmdExec variant download""; flow:to_client,established; file_data; content:""powershell|7C 27|"",nocase; content:""|27 21|"",within 250; pcre:""/[=+-@](\w+\x28)?powershell\x7C\x27[^\x27]+\x27\x21\w+/i""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:ftp-data,http,imap,pop3; classtype:trojan-activity; sid:47846; rev:4; )",['T1059']
"alert udp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-OTHER Dos.Tool.LOIC UDP default U dun goofed attack""; flow:stateless,no_stream; content:""U dun goofed"",fast_pattern,nocase; detection_filter:track by_src,count 10,seconds 2; metadata:policy max-detect-ips drop; classtype:attempted-dos; sid:19318; rev:6; )",['T1078']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Dridex variant outbound connection""; flow:to_server,established; http_uri; content:""/login/process.php"",fast_pattern,nocase; http_cookie; content:""session=fnZEitY7BS0cuf1IWFxSWOimDVQ=""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:52256; rev:2; )",['T1059']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""BROWSER-IE Microsoft Internet Explorer javascript onload prompt obfuscation overflow attempt""; flow:to_client,established; file_data; content:""prompt"",nocase; content:""fillmem"",distance 0,nocase; content:""body"",nocase; content:""onLoad"",distance 0,nocase; content:""setTimeout"",distance 0,nocase; pcre:""/prompt\(fillmem[^\)]*\).*?<body\s+[^>]*onLoad\s*=\s*[\x22\x27]?setTimeout\(/ims""; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:4917; rev:16; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""OS-OTHER Bash environment variable injection attempt""; flow:to_server,established; content:""() {"",fast_pattern,nocase; content:""RCPT"",nocase; content:""TO|3A|"",distance 0,nocase; pcre:""/^\s*?RCPT\s+?TO\x3a[^\r\n]*?\x28\x29\s\x7b/i""; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:smtp; classtype:attempted-admin; sid:32039; rev:3; )",['T1204']
"alert tcp any $FILE_DATA_PORTS -> any any ( msg:""INDICATOR-COMPROMISE Responder poisoner download attempt""; flow:to_client,established; file_data; content:""#|21|/usr/bin/env python|0A|# This file is part of Responder"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:ftp-data,http,imap,pop3; classtype:misc-attack; sid:49532; rev:1; )",['T1187']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Perl.Webshell.GammaShell inbound connection attempt""; flow:to_server,established; http_client_body; content:""action=browse&command="",depth 22,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; gid:1; sid:60585; rev:1; )",['T1505']
