Rule,MITRE Technique ID
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger emailspypro runtime detection""; flow:to_server,established; content:""X-FILTERED-BY-GHOST|3A|"",fast_pattern,nocase; content:""1""; pcre:""/^X-FILTERED-BY-GHOST\x3a[^\r\n]*1/ims""; service:smtp; classtype:successful-recon-limited; sid:9648; rev:10; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger runtime detection - hwae windows activity logs""; flow:to_server,established; content:""Subject|3A| "",nocase; content:""HWAE Windows Activity LOG"",distance 0,nocase; service:smtp; classtype:successful-recon-limited; sid:5781; rev:9; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""POLICY-OTHER Arcserve Unified Data Protection Management credential disclosure attempt""; flow:to_server,established; http_uri; content:""/services/EdgeServiceImpl"",fast_pattern,nocase; http_client_body; content:""getBackupPolicies"",nocase; metadata:policy max-detect-ips drop; service:http; classtype:policy-violation; sid:57532; rev:1; )",['T1003']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""OS-OTHER Bash CGI environment variable injection attempt""; flow:to_server,established; http_client_body; content:""() {"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-admin; sid:31976; rev:5; )",['T1204']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger logit v1.0 runtime detection""; flow:to_server,established; content:""Subject|3A| Logger Results"",nocase; content:""|0D 0A 0D 0A|<|7C|"",distance 0; content:""|7C|>|0D 0A 0D 0A|"",distance 0; metadata:policy max-detect-ips drop; service:smtp; classtype:successful-recon-limited; sid:12141; rev:7; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-OTHER Dos.Tool.LOIC TCP default U dun goofed attack""; flow:to_server,established,no_stream; content:""U dun goofed"",fast_pattern,nocase; detection_filter:track by_src,count 10,seconds 2; metadata:policy max-detect-ips drop; classtype:attempted-dos; sid:19319; rev:6; )",['T1078']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 ( msg:""MALWARE-OTHER Keylogger spyyahoo v2.2 runtime detection""; flow:to_server,established; content:""RETR k3ylogger.txt"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:ftp; classtype:successful-recon-limited; sid:16125; rev:7; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Odlanor information exfiltration attempt""; flow:to_server,established; http_uri; content:""/r.php?m=2&v="",fast_pattern,nocase; content:""&os="",nocase; content:""&c="",within 50,nocase; content:""&u="",within 50,nocase; http_header; content:""Connection: close|0D 0A 0D 0A|"",nocase; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:34446; rev:3; )",['T1020']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger kgb Keylogger runtime detection""; flow:to_server,established; content:""filename="",nocase; content:""zip"",distance 0,nocase; pcre:""/filename\x3D\x22[^\r\n]*?\x2D\d+\x5F\d+\x5F\d+\x2D\d+\x5F\d+\x5F\d+\s+[AP]M\x2Ezip/ims""; service:smtp; classtype:successful-recon-limited; sid:7186; rev:7; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Php.Webshell.SmallShell upload attempt""; flow:to_server,established; file_data; content:""<?""; content:""$cmd"",nocase; content:""($_REQUEST["",within 16,nocase; content:""cmd"",within 4,nocase; content:""])|3B|"",within 4; content:""system($cmd)|3B|"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59351; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection""; flow:to_server,established; http_client_body; content:""=@eval(base64_decode($_POST"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; T1001; T1100; T1132; classtype:trojan-activity; sid:37245; rev:4; )","['T1001', 'T1219']"
"alert tcp any $HTTP_PORTS -> any any ( msg:""INDICATOR-COMPROMISE Responder poisoner HTTP attack attempt""; flow:to_client,established; http_header; content:""Last-Modified: Wed, 24 Nov 2010 00:39:06 GMT|0D 0A|"",fast_pattern,nocase; content:""Date: Thu, 24 Oct 2013 22:35:46 GMT""; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:misc-attack; sid:50097; rev:2; )",['T1566']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP Ektron ServerControlWS.asmx XSL transform code injection attempt""; flow:to_server,established; http_uri; content:""/WorkArea/ServerControlWS.asmx"",fast_pattern,nocase; http_client_body; content:""<msxsl:script"",nocase; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:web-application-attack; sid:40493; rev:3; )",['T1220']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger PerfectKeylogger runtime detection - flowbit set 1""; flow:to_server,established; content:""X-Mailer|3A| CSMTPConnection"",depth 256,nocase; flowbits:set,PerfectKeylogger1; flowbits:noalert; service:smtp; classtype:successful-recon-limited; sid:7544; rev:8; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 ( msg:""MALWARE-OTHER Keylogger 007 spy software runtime detection - ftp""; flow:to_server,established; content:""STOR"",fast_pattern,nocase; pcre:""/^STOR\s+\x2E\x2F(kys|scr|Apps|Urls)[0-9]+\x2Etxt/ims""; service:ftp; classtype:successful-recon-limited; sid:7185; rev:10; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET [25,587] ( msg:""MALWARE-CNC Win.Trojan.HawkEye Keylogger exfiltration attempt - clipboard and screenshot""; flow:to_server,established; flowbits:isset,hawk.lgr; content:""=0D=0AClipboard"",fast_pattern,nocase; content:""=0D=0AKeyboard"",nocase; metadata:impact_flag red,ruleset community; service:smtp; T1020; T1056; classtype:trojan-activity; sid:33222; rev:3; )",['T1020']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Downloader.DDECmdExec variant download""; flow:to_client,established; file_data; content:""powershell|7C 27|"",nocase; content:""|27 21|"",within 250; pcre:""/[=+-@](\w+\x28)?powershell\x7C\x27[^\x27]+\x27\x21\w+/i""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:ftp-data,http,imap,pop3; classtype:trojan-activity; sid:47846; rev:4; )",['T1059']
"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP HTTP request with negative Content-Length attempt""; flow:to_server,established; http_header; content:""Content-Length|3A|"",nocase; content:!""|0D|"",within 10; content:!""|0A|"",within 10; pcre:""/Content-Length\x3A\s*[2-9][0-9]{9}/i""; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:misc-attack; sid:2278; rev:36; )",['T1204']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.yty file exfiltration outbound request""; flow:to_server,established; http_header; content:""Expect: 100-continue"",fast_pattern,nocase; http_client_body; content:""id="",depth 3; content:""&pc=""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; T1020; classtype:trojan-activity; sid:46070; rev:4; )",['T1020']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Php.Webshell.C0ders inbound connection attempt""; flow:to_server,established; http_uri; content:"".php?mode=upload"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59266; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""BROWSER-PLUGINS Microsoft Windows WMI administrator tools object viewer ActiveX clsid access""; flow:to_client,established; file_data; content:""%32%37%34%35%45%35%46%35%2d%44%32%33%34%2d%31%31%44%30%2d%38%34%37%41%2d%30%30%43%30%34%46%44%37%42%42%30%38"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:28349; rev:7; )",['T1047']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""BROWSER-IE Microsoft Internet Explorer 8 ieshims.dll dll-load exploit attempt""; flow:to_server,established; http_uri; content:""|2F|ieshims.dll"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:19171; rev:12; )",['T1574']
"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP robots.txt access""; flow:to_server,established; http_uri; content:""/robots.txt"",fast_pattern,nocase; metadata:ruleset community; service:http; classtype:web-application-activity; sid:1852; rev:11; )",['T1593']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Fake delivery information phishing attack""; flow:to_client,established; http_header; content:""|3B| filename=""; content:""Delivery_Information_ID-"",fast_pattern,nocase; file_data; content:""Delivery_Information_ID-""; content:"".exe"",within 50; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; T1192; classtype:trojan-activity; sid:26660; rev:3; )",['T1566']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger/RAT digi watcher 2.32 runtime detection""; flow:to_server,established; content:""From|3A|"",nocase; content:""Digi-Watcher.com"",distance 0,nocase; pcre:""/^From\x3A[^\r\n]*Digi\x2DWatcher\x2Ecom/ims""; flowbits:set,DigiWatcher232_detection; flowbits:noalert; metadata:policy max-detect-ips alert; service:smtp; classtype:successful-recon-limited; sid:12758; rev:7; )",['T1056']
"alert file ( msg:""MALWARE-OTHER JSP.Webshell.JSP2Shell transfer attempt""; file_data; content:""<%@""; content:""request.getParameter(|22|editfile|22|)|3B|"",distance 0,nocase; content:""request.getParameter(|22|path|22|)|3B|"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; classtype:trojan-activity; gid:1; sid:300369; rev:1; )",['T1505']
"alert tcp $HOME_NET $HTTP_PORTS -> $EXTERNAL_NET any ( msg:""MALWARE-BACKDOOR Perl.Backdoor.STEADYPULSE webshell variant access""; flow:to_client,established; file_data; content:""Results of |27|""; content:""|27| execution:|0A 0A|"",within 260; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:trojan-activity; sid:57462; rev:1; )",['T1071']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Windows Management Instrumentation manipulation attempt""; flow:to_client,established; flowbits:isset,file.exe; content:""wmic"",fast_pattern; pcre:""/wmic(\.exe)?\s+/i""; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop; classtype:trojan-activity; sid:49570; rev:1; )",['T1047']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""POLICY-OTHER CA ARCserve Axis2 default credential login attempt""; flow:to_server,established; http_uri; content:""/axis2-admin/login"",fast_pattern,nocase; http_client_body; content:""userName=admin"",nocase; content:""password="",nocase; pcre:""/password=(admin|axis2)/i""; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:default-login-attempt; sid:18985; rev:15; )",['T1078']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""EXPLOIT-KIT Scanbox exploit kit enumeration code detected""; flow:to_server,established; file_data; content:""document|2E|createElement|28|unescape|28 22 25|3Ciframe|25|20id|25|3D"",fast_pattern,nocase; content:""|2E|crypt|2E|_utf8_encode""; content:""|2E|push|28|""; content:""|3D 3D|c|3A 5C 5C|Program Files|5C 5C|"",within 30; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:smtp; classtype:trojan-activity; sid:31858; rev:3; )",['T1189']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP Drupal 8 remote code execution attempt""; flow:to_server,established; http_uri; content:""element_parents="",fast_pattern,nocase; content:""#value""; http_client_body; pcre:""/(%23|#)(submit|validate|access_callback|pre_render|post_render|lazy_builder|%6c%61%7a%79%5f%62%75%69%6c%64%65%72)/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-admin; sid:46316; rev:5; )",['T1106']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-PDF JavaScript contained in an xml template embedded in a pdf attempt""; flow:to_server,established; flowbits:isset,file.pdf; file_data; content:""<template xmlns=""; content:""http|3A|//www.xfa.org/"",distance 1; content:""<event activity"",distance 0; content:""initialize"",within 50,distance 1; content:""application/x-javascript"",distance 0; metadata:policy max-detect-ips drop,policy security-ips drop; service:smtp; classtype:trojan-activity; sid:23611; rev:10; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP PHPmyadmin brute force login attempt - User-Agent User-Agent""; flow:to_server,established,only_stream; http_header; content:""User-Agent: User-Agent: Mozilla/4.0"",fast_pattern,nocase; http_uri; content:""/phpmyadmin/index.php?lang=en&server=1&pma_username=root"",nocase; detection_filter:track by_src,count 30,seconds 4; metadata:impact_flag red,policy max-detect-ips drop; service:http; classtype:trojan-activity; sid:25907; rev:6; )",['T1110']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger netobserve runtime detection - email notification""; flow:to_server,established; flowbits:isset,NETObserve_SMTP; content:""NETObserve"",nocase; content:""Requested"",distance 0,nocase; content:""Information"",distance 0,nocase; pcre:""/^NETObserve\s+Requested\s+Information/ims""; service:smtp; classtype:successful-recon-limited; sid:8466; rev:7; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger eye spy pro 1.0 runtime detection""; flow:to_server,established; content:""X-Mailer|3A|"",nocase; content:""Eye"",distance 0,nocase; content:""Spy"",distance 0,nocase; content:""Pro"",distance 0,nocase; pcre:""/^X-Mailer\x3A[^\r\n]*Eye\s+Spy\s+Pro/ims""; service:smtp; classtype:successful-recon-limited; sid:7539; rev:9; )",['T1056']
"alert tcp $HOME_NET 1025: -> $EXTERNAL_NET [443,1025:] ( msg:""MALWARE-CNC Win.Malware.Loda RAT beacon detected""; flow:to_server,established; content:""|7C|"",depth 3; content:""|7C|x|7C|"",within 23; content:""|7C|WIN"",within 24; content:""|7C|X64|7C|"",within 15; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; classtype:trojan-activity; gid:1; sid:53031; rev:2; )",['T1571']
"alert ip $HOME_NET any -> $EXTERNAL_NET any ( msg:""INDICATOR-COMPROMISE id check returned userid""; content:""uid="",nocase; content:"" gid="",distance 0; pcre:""/uid=\d{1,5}\S+\s+gid=\d{1,5}/ims""; metadata:policy max-detect-ips drop,ruleset community; classtype:bad-unknown; sid:1882; rev:20; )",['T1166']
"alert tcp $EXTERNAL_NET 443 -> $HOME_NET any ( msg:""MALWARE-OTHER self-signed SSL certificate with default MyCompany Ltd organization name""; flow:to_client,established; ssl_state:server_hello; content:""|55 04 0A|""; content:""|0E|MyCompany Ltd"",within 14,distance 1; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:ssl; T1078; classtype:policy-violation; sid:27538; rev:4; )",['T1078']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-BACKDOOR Jsp.Webshell.Noop download attempt""; flow:to_client,established; file_data; content:""java.util.*""; content:""java.io.FileOutputStream"",distance 0; content:""request.getParameter(|22|name|22|)"",within 200,fast_pattern; content:""request.getParameter(|22|contentString|22|)""; isdataat:!300,relative; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:trojan-activity; gid:1; sid:59930; rev:2; )",['T1094']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger clogger 1.0 runtime detection - send log through email""; flow:to_server,established; flowbits:isset,Clogger_SendLogOut2; content:""<----------- Fin du Fichier ----------- >"",fast_pattern,nocase; service:smtp; classtype:successful-recon-limited; sid:7847; rev:8; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Bladabindi variant outbound connection""; flow:to_server,established; http_header; content:""Host: pastebin.com"",fast_pattern,nocase; content:!""User-Agent""; http_uri; content:""download.php""; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:32950; rev:4; )",['T1102']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.Napolar phishing attack""; flow:to_client,established; content:""facebook.com.exe"",fast_pattern,nocase; metadata:ruleset community; service:http; T1192; classtype:trojan-activity; sid:29869; rev:4; )",['T1566']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Oddjob outbound connection""; flow:to_server,established; http_raw_uri; bufferlen:80<=>120; http_method; content:""HEAD""; http_header; content:""User-Agent: Microsoft BITS"",fast_pattern,nocase; content:""Accept-Encoding: identity"",nocase; http_uri; pcre:""/\x2f[A-Z0-9\x3d\x2d\x2b\x2e\x20]{80,120}\x20/i""; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:42395; rev:3; )",['T1197']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Lizamoon sql injection campaign phone-home""; flow:to_server,established; http_uri; content:""/ur.php"",fast_pattern,nocase; http_header; content:"".asp""; pcre:""/Referer\x3a [^\r\n]+\.aspx?/i""; flowbits:set,lizamoon.get.ur; metadata:impact_flag red; service:http; classtype:misc-activity; sid:24368; rev:9; )",['T1190']
"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-IIS view source via translate header""; flow:to_server,established; http_header; content:""Translate|3A| F"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; classtype:web-application-activity; sid:1042; rev:26; )",['T1119']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.CSBundle_Original outbound connection attempt""; flow:to_server,established; http_header; content:""Accept: */*|0D 0A|""; content:""Accept-Language: en-US|0D 0A|""; content:""Accept-Encoding: gzip, deflate|0D 0A|""; http_cookie; content:""display-culture=en|3B|check=true|3B|lbcs=0|3B|sess-id=""; content:""|3B|SIDCC=AN0-TY21iJHH32j2m|3B|FHBv3=B""; http_uri; pcre:""/(\/api2|\/en-us|\/gp|\/v1|\/v3|\/v4|\/wp-content|\/wp-includes)/i""; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:http; classtype:trojan-activity; sid:56603; rev:1; )",['T1043']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 1707 ( msg:""SERVER-OTHER Sage SalesLogix database credential disclosure attempt""; flow:to_server,established; content:""|00 00 00 00 00 00 00 00 00 00|"",depth 10; content:""|00 00 00|"",within 3,distance 1; content:""ProcessQueueFile|00|"",fast_pattern,nocase; metadata:policy max-detect-ips drop; classtype:attempted-admin; sid:54704; rev:1; )",['T1003']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Backdoor.CSBundle_Original Server 3 inbound beacon attempt""; flow:to_client,established; file_data; content:""{|22|alias|22|:|22|apx|22|,|22|prefix|22|:|22 22|,|22|suffix|22|:null,|22|suggestions|22|:[],|22|responseId|22|:|22|15QE9JX9CKE2P|22|,|22|addon|22|: |22|"",fast_pattern,nocase; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:http; classtype:trojan-activity; sid:56602; rev:1; )",['T1043']
"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL SSLv3 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established,only_stream; content:""|18 03 00|"",depth 3; byte_test:2,>,128,0,relative; content:""|02|"",within 1,distance 2; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; classtype:attempted-recon; sid:30514; rev:11; )",['T1123']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP Rockwell Automation default password login attempt""; flow:to_server,established; http_header; content:""Authorization|3A|"",nocase; content:""YWRtaW5pc3RyYXRvcjptbDExMDA="",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:default-login-attempt; sid:37390; rev:3; )",['T1078']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 3389 ( msg:""OS-WINDOWS Microsoft Windows empty RDP cookie negotiation attempt""; flow:to_server,established; content:""|08 E0 00 00 00 00|"",depth 6,offset 4; content:""|0D 0A|"",within 2,distance 1; isdataat:!1,relative; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:rdp; classtype:policy-violation; sid:42255; rev:4; )",['T1482']
"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Domino webadmin.nsf access""; flow:to_server,established; http_uri; content:""/webadmin.nsf"",fast_pattern,nocase; metadata:ruleset community; service:http; classtype:attempted-recon; sid:1579; rev:16; )",['T1133']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Keylogger pcsentinelsoftware Keylogger runtime detection - upload infor""; flow:to_server,established; http_uri; content:""/upload.php"",nocase; http_header; content:""Host|3A|"",nocase; content:""www.pcsentinelsoftware.com"",nocase; pcre:""/^Host\x3a[^\r\n]*www\x2Epcsentinelsoftware\x2Ecom/ims""; metadata:policy max-detect-ips drop; service:http; classtype:successful-recon-limited; sid:11311; rev:12; )",['T1056']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""BROWSER-PLUGINS obfuscated ActiveX object instantiation via unescape""; flow:to_client,established; file_data; content:""ActiveXObject|28|"",nocase; content:""unescape|28|"",nocase; pcre:""/new\s*ActiveXObject\(\s*unescape\(/ims""; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:16573; rev:9; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER HP Web JetAdmin file write attempt""; flow:to_server,established; http_uri; content:""/plugins/framework/script/tree.xms"",fast_pattern,nocase; content:""WriteToFile"",nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; classtype:web-application-activity; sid:57067; rev:1; )",['T1106']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""INDICATOR-COMPROMISE PhpSploit backdoor communication attempt""; flow:to_server,established; http_header; content:""Phpspl01T:"",fast_pattern,nocase; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:50948; rev:1; )",['T1505']
"alert tcp any 445 -> any any ( msg:""INDICATOR-COMPROMISE Responder poisoner SMB negotiation attack attempt""; flow:to_client,established; content:""|84 D6 FB A3 01 35 CD 01|"",fast_pattern,nocase; content:""S|00|M|00|B|00|-|00|T|00|O|00|O|00|L|00|K|00|I|00|T""; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:netbios-ssn; classtype:misc-attack; sid:50103; rev:1; )",['T1187']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_header; content:""${lower:"",fast_pattern,nocase; pcre:""/\x24{(\x24{(upper|lower):j}|j)(\x24{(upper|lower):n}|n)(\x24{(upper|lower):d}|d)(\x24{(upper|lower):i}|i)(\x24{(upper|lower)::}|:)/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; gid:1; sid:58724; rev:6; )",['T1190']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger ghost Keylogger runtime detection - flowbit set""; flow:to_server,established; content:""|23|"",nocase; content:""Ghost"",distance 0,nocase; content:""keylogger"",distance 0,nocase; content:""has"",distance 0,nocase; content:""started"",distance 0,nocase; pcre:""/^\x23\s+Ghost\s+Keylogger\s+has\s+started\x2E/ims""; flowbits:set,ghost_keylogger_start; flowbits:noalert; service:smtp; classtype:successful-recon-limited; sid:9649; rev:6; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-CNC Win.Trojan.KeyLogger.wav variant outbound connection""; flow:to_server,established; content:""Subject|3A|Rpt|0A 0D|""; content:""SL|3A|"",within 3,distance 1; content:""SL|3A|"",distance 0; service:smtp; classtype:trojan-activity; sid:20098; rev:8; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Ransomware.X-Mas variant keylogger outbound connection""; flow:to_server,established; http_uri; content:""/gate.php"",fast_pattern,nocase; http_client_body; content:""163=""; content:""&x="",distance 0; content:""&z="",distance 0; metadata:impact_flag red,ruleset community; service:http; T1056; classtype:trojan-activity; sid:41443; rev:4; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Renegin outbound GET attempt""; flow:to_server,established; content:""Logger%20Details|3A|%20%0D%0AServer%20Name|3A|%20"",fast_pattern,nocase; content:""%0D%0AKeylogger%20Enabled|3A|%20""; content:""0D%0AClipboard-Logger%20Enabled|3A|%20""; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:38724; rev:3; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-BACKDOOR Perl.Backdoor.SLIGHTPULSE variant inbound cnc connection""; flow:to_server,established; http_uri; content:""/meeting_testmsjava.cgi"",fast_pattern,nocase; http_method; content:""POST""; http_client_body; pcre:""/(^|&)(name|img|cert)=/im""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:trojan-activity; sid:57467; rev:1; )",['T1071']
"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-IIS Microsoft Windows IIS directory traversal attempt""; flow:to_server,established; content:""..|5C|.."",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; classtype:web-application-attack; sid:974; rev:23; )",['T1190']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger PerfectKeylogger runtime detection - flowbit set 2""; flow:to_server,established; flowbits:isset,PerfectKeylogger1; content:""filename=|22|keystrokes.html|22|"",depth 300,nocase; flowbits:set,PerfectKeylogger2; flowbits:noalert; service:smtp; classtype:successful-recon-limited; sid:7545; rev:6; )",['T1056']
