Sid,Response,Technique_id,True_labels
37245,"
 {
   ""Sid"": ""37245"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Web Shell"",
   ""Quotes"": [
     ""content:\""=@eval(base64_decode($_POST\""""
   ],
   ""Explanation"": ""The rule checks for a specific pattern in the HTTP request body that is indicative of a web shell being used to communicate with a remote server. Web shells are often used by attackers to gain remote access to a system and execute commands.""
 }
 ",['T1190'],"['T1001', 'T1505', 'T1132']"
38385,"
 {
   ""Sid"": ""38385"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Command and Control"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects outbound FTP connections to a specific IP address associated with the Win.Trojan.FTPKeyLogger malware, which is known to establish a command and control channel with a remote server.""
 }
 ",['T1071'],['T1056']
38386,"
 {
   ""Sid"": ""38386"",
   ""Technique ID"": ""T1598.002"",
   ""Technique Name"": ""Create Account"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when a FTP connection is established and a PASS command is sent with the username \""Goodman1986\"". The username could be used to create a new account on the remote FTP server, which is a technique commonly used by malware to establish persistence on the compromised system.""
 }
 ",['T1598.002'],['T1056']
38387,"
 {
   ""Sid"": ""38387"",
   ""Technique ID"": ""T1021"",
   ""Technique Name"": ""Remote File Copy"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for outbound FTP connections, the content of which includes \""STOR Screenshot from|3A 20|\"" and \"".png\"", indicating that a remote file copy is taking plac.""
 }
 ",['T1021'],['T1056']
38388,"{
   ""Sid"": ""38388"",
   ""Technique ID"": ""T1115"",
   ""Technique Name"": ""Network Share Discovery"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for a specific URI that is used for network share discovery. This technique is used to identify and map network shares on a target network.""
 }",['T1115'],['T1056']
38510,"
 [
   {
     ""Sid"": ""38510"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
     ""Quotes"": [
       ""Win.Trojan.iSpySoft variant exfiltration attempt""
     ],
     ""Explanation"": ""The rule detects exfiltration attempts by Win.Trojan.iSpySoft, which is a type of malware that uses command and control (C2) channels for communication.""
   },
   {
     ""Sid"": ""38510"",
     ""Technique ID"": ""T1132"",
     ""Technique Name"": ""Data Exfiltration"",
     ""Quotes"": [
       ""Win.Trojan.iSpySoft variant exfiltration attempt""
     ],
     ""Explanation"": ""The rule detects exfiltration attempts by Win.Trojan.iSpySoft, which is a type of malware that steals data from infected systems.""
   },
   {
     ""Sid"": ""38510"",
     ""Technique ID"": ""T1035"",
     ""Technique Name"": ""Transfer Data to Cloud Storage"",
     ""Quotes"": [
       ""Expect|3A 20|""
     ],
     ""Explanation"": ""The rule detects the use of the Expect header with a value of ""Expect: 3A 20|"", which is a technique commonly used by malware to transfer data to cloud storage services.""
   }
 ]
 ","['T1048', 'T1132', 'T1035']",['T1020']
38557,"
 {
   ""Sid"": ""38557"",
   ""Technique ID"": ""T1104"",
   ""Technique Name"": ""Masquerading"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for outbound connections to a specific URI on external IP addresses. This behavior is consistent with malware attempting to connect to a C2 server and masquerading as legitimate traffic.""
 }
 ",['T1104'],['T1056']
38558,"
 {
   ""Sid"": ""38558"",
   ""Technique ID"": ""T1132"",
   ""Technique Name"": ""Data Encrypted for Impact"",
   ""Quotes"": [],
   ""Explanation"": ""The rule uses a pcre to check for a specific pattern in the User-Agent header. This pattern is used by malware to encrypt data for impact. The malware will use this pattern to encrypt data that is sent to the command and control server.""
 }
 ",['T1132'],['T1056']
38559,"
 {
   ""Sid"": ""38559"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
   ""Quotes"": [
     ""\""content:\""/News/gate.php/\"""",
     ""\""http_uri\""""
   ],
   ""Explanation"": ""The rule detects outbound connections to a C&C server using the HTTP GET request with a specific URI. Exfiltration over C&C channels involves using a C&C server to receive exfiltrated data from a compromised system.""
 }
 ",['T1041'],['T1056']
38560,"
 {
   ""Sid"": ""38560"",
   ""Technique ID"": ""T1001"",
   ""Technique Name"": ""Remote Access Trojans"",
   ""Quotes"": [
     ""Remote Access Trojans (RATs) are a type of malware that provides an attacker with remote control over a victim's computer.""
   ],
   ""Explanation"": ""The rule triggers on outbound connections to specific ports associated with HTTP, and it contains keywords like \""RAT\"" and \""remote access\"" in its description, indicating a possible RAT activity.""
 },
 {
   ""Sid"": ""38560"",
   ""Technique ID"": ""T1035"",
   ""Technique Name"": ""Host Collection"",
   ""Quotes"": [
     ""Host Collection is the technique of gathering information about hosts on a network.""
   ],
   ""Explanation"": ""The rule monitors outbound connections and gathers information about the destination hosts, which could be used for host collection.""
 },
 {
   ""Sid"": ""38560"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Data Exfiltration"",
   ""Quotes"": [
     ""Data Exfiltration is the technique of transferring data out of a network.""
   ],
   ""Explanation"": ""The rule detects attempts to send data over HTTP, which could be an indication of data exfiltration.""
 }
 ","['T1001', 'T1035', 'T1105']",['T1056']
38561,"
 {
   ""Sid"": ""38561"",
   ""Technique ID"": ""T1134"",
   ""Technique Name"": ""File Download From an External Source"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for a HTTP POST request with a body containing the string \""/ plugins/\"", which suggests that the request is attempting to download a plugin from an external source.""
 }
 ",['T1134'],"['T1056', 'T1176']"
38562,"
 [
   {
     ""Sid"": ""38562"",
     ""Technique ID"": ""T1041"",
     ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
     ""Quotes"": [
       ""\""initial exfiltration attempt\""""
     ],
     ""Explanation"": ""The rule detects an attempt to exfiltrate data through a command and control channel, which is a technique commonly used by malware to send stolen data back to the attacker.""
   },
   {
     ""Sid"": ""38562"",
     ""Technique ID"": ""T1003"",
     ""Technique Name"": ""OS Credential Dumping"",
     ""Quotes"": [
       ""pc="",
       ""&admin="",
       ""&os=""
     ],
     ""Explanation"": ""The rule detects an attempt to dump OS credentials, which is a technique commonly used by malware to obtain credentials for the operating system.""
   },
   {
     ""Sid"": ""38562"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [
       ""&arc=""
     ],
     ""Explanation"": ""The rule detects an attempt to discover files and directories, which is a technique commonly used by malware to identify potential targets for exfiltration or further exploitation.""
   },
   {
     ""Sid"": ""38562"",
     ""Technique ID"": ""T1102"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [
       ""User-Agent|3A 20|""
     ],
     ""Explanation"": ""The rule detects an attempt to sniff network traffic, which is a technique commonly used by malware to capture sensitive information such as credentials or network configurations.""
   }
 ]
 ","['T1041', 'T1003', 'T1083', 'T1102']","['T1020', 'T1056']"
38563,"
 {
   ""Sid"": ""38563"",
   ""Technique ID"": ""T1104"",
   ""Technique Name"": ""Data Encrypted for Impact"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects encrypted data which could be used to hide malicious contents.""
 }
 ",['T1104'],['T1056']
38564,"
 {
   ""Sid"": ""38564"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
   ""Quotes"": [
     ""Exfiltration Over Command and Control Channel is commonly used by Trojans to send keystrokes, screenshots, and other system information to the adversary.""
   ],
   ""Explanation"": ""The rule detects exfiltration attempts by detecting the post.php? URL and the \""pl=\"" and \""&education=\"" parameters, which are commonly used by Trojans to exfiltrate data.""
 }
 ",['T1041'],"['T1020', 'T1056']"
38565,"
 [
   {
     ""Sid"": ""38565"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Initial Access: Phishing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on HTTP traffic that contains a HEAD request with a User-Agent header containing \""Microsoft BITS\"", an Accept-Encoding header containing \""identity\"", and a URI containing a hexadecimal string followed by \"".bin\"". This pattern is consistent with phishing emails that contain malicious attachments with file extensions disguised as common file types such as .bin. These attachments, when opened, can lead to the initial compromise of a system.""
   },
   {
     ""Sid"": ""38565"",
     ""Technique ID"": ""T1483"",
     ""Technique Name"": ""Lateral Movement: Remote Desktop Protocol"",
     ""Quotes"": [],
     ""Explanation"": ""While not directly related to RDP, the rule triggers on HTTP traffic that contains a HEAD request with a User-Agent header containing \""Microsoft BITS\"", an Accept-Encoding header containing \""identity\"", and a URI containing a hexadecimal string followed by \"".bin\"". This pattern can be associated with malicious attachments that can be used for lateral movement via RDP.""
   },
   {
     ""Sid"": ""38565"",
     ""Technique ID"": ""T1566"",
     ""Technique Name"": ""Command and Control: Web Service"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on HTTP traffic that contains a HEAD request with a User-Agent header containing \""Microsoft BITS\"", an Accept-Encoding header containing \""identity\"", and a URI containing a hexadecimal string followed by \"".bin\"". This pattern can be associated with malicious attachments that can be used to establish a command and control channel with a remote server.""
   },
   {
     ""Sid"": ""38565"",
     ""Technique ID"": ""T1574"",
     ""Technique Name"": ""Exfiltration: Exfiltration Over C2 Channel"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on HTTP traffic that contains a HEAD request with a User-Agent header containing \""Microsoft BITS\"", an Accept-Encoding header containing \""identity\"", and a URI containing a hexadecimal string followed by \"".bin\"". This pattern can be associated with malicious attachments that can be used to exfiltrate data over a command and control channel.""
   }
 ]
 ","['T1105', 'T1483', 'T1566', 'T1574']",['T1197']
38566,"
 [
   {
     ""Sid"": ""38566"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploitation for Client Execution"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to download a malicious binary file (.bin) from a remote server. The file is downloaded using the BITS (Background Intelligent Transfer Service) protocol, which is commonly used by malware to download and execute malicious code on victim systems.""
   },
   {
     ""Sid"": ""38566"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to download a malicious binary file (.bin) from a remote server. The file is downloaded using the BITS (Background Intelligent Transfer Service) protocol, which is commonly used by malware to download and execute malicious code on victim systems.""
   },
   {
     ""Sid"": ""38566"",
     ""Technique ID"": ""T1484"",
     ""Technique Name"": ""BITS Jobs"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to download a malicious binary file (.bin) from a remote server. The file is downloaded using the BITS (Background Intelligent Transfer Service) protocol, which is commonly used by malware to download and execute malicious code on victim systems.""
   },
   {
     ""Sid"": ""38566"",
     ""Technique ID"": ""T1106"",
     ""Technique Name"": ""Data Encrypted for Impact"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to download a malicious binary file (.bin) from a remote server. The file is downloaded using the BITS (Background Intelligent Transfer Service) protocol, which is commonly used by malware to download and execute malicious code on victim systems.""
   }
 ]
 ","['T1190', 'T1105', 'T1484', 'T1106']",['T1197']
38890,"
 {
   ""Sid"": ""38890"",
   ""Technique ID"": ""T1008"",
   ""Technique Name"": ""Exfiltration Over C2 Channel"",
   ""Quotes"": [
     ""\""MALWARE-CNC Win.Trojan.Kirts exfiltration attempt\"""",
     ""flow:to_server,established"",
     ""content:"".php?fname=Hawkeye_Keylogger\"""",
     ""content:\""&data=\"""",
     ""reference:url,www.virustotal.com/en/file/f81128f3b9c0347f4ee5946ecf9a95a3d556e8e3a4742d01e5605f862e1d116d/analysis/1462888129/""
   ],
   ""Explanation"": ""The rule detects exfiltration of data over a C2 channel using HTTP POST request with a specific URI and data parameters. This is an indicator of T1008: Exfiltration Over C2 Channel.""
 }
 ",['T1008'],"['T1020', 'T1056']"
38950,"
 {
   ""Sid"": ""38950"",
   ""Technique ID"": ""T1194"",
   ""Technique Name"": ""Password Harvesting"",
   ""Quotes"": [
     ""\""Passwords Recorded On ""
   ],
   ""Explanation"": ""The IDS rule is looking for a specific string \""Passwords Recorded On \"" in the content of the traffic. This string is typically used in password harvesting attacks, where attackers attempt to steal passwords from users by capturing their keystrokes or using other methods.""
 }
 ",['T1194'],['T1020']
39409,"
 {
   ""Sid"": ""39409"",
   ""Technique ID"": ""T1108"",
   ""Technique Name"": ""Data from Local System"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for outgoing data that matches the string \""Computer Information\"" within 30 characters of the string \""iSpy Keylogger\"" and within 50 characters of the string \""Installed\"" which could be an indication of data being exfiltrated from the system.""
 }
 ",['T1108'],['T1056']
39410,"{
   ""Sid"": ""39410"",
   ""Technique ID"": ""T1003"",
   ""Technique Name"": ""Data Exfiltration"",
   ""Quotes"": [
     ""\""iSpy Keylogger\""""
   ],
   ""Explanation"": ""The rule looks for the string \""iSpy Keylogger\"" in outbound SMTP traffic, which suggests that the malware may be exfiltrating data through SMTP.""
 }",['T1003'],"['T1020', 'T1056']"
39911,"
 [
   {
     ""Sid"": ""39911"",
     ""Technique ID"": ""T1021"",
     ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
     ""Quotes"": [
       ""\""MALWARE-CNC Win.Trojan.HawkEye keylogger exfiltration attempt\""""
     ],
     ""Explanation"": ""The rule detects exfiltration of keystrokes via SMTP, which is a technique commonly used by malware command and control channels to communicate with the attacker.""
   }
 ]
 ",['T1021'],"['T1020', 'T1056']"
40220,"
 {
   ""Sid"": ""40220"",
   ""Technique ID"": ""T1006"",
   ""Technique Name"": ""Data Exfiltration"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on attempts to exfiltrate data from a Cisco IOS Group-Prime server using a memory disclosure vulnerability (CVE-2016-6415). Data exfiltration is a common technique used by attackers to steal sensitive information from a compromised system.""
 }
 ",['T1006'],['T1020']
40832,"
 {
   ""Sid"": ""40832"",
   ""Technique ID"": ""T1132"",
   ""Technique Name"": ""Remote Access Software"",
   ""Quotes"": [
     ""\""Remote Access Tool (RAT)\"" is a type of malware that allows an attacker to establish a remote connection to a compromised system and control it remotely."",
     ""\""RATs are often used for a variety of criminal activities, such as stealing data, launching DDoS attacks, or spreading malware.\"""",
     ""\""Some RATs also have built-in keylogging capabilities, which allow the attacker to capture every keystroke that is typed on the compromised system.\""""
   ],
   ""Explanation"": ""The rule triggers when it detects the \""silence_keylogger\"" string within the inbound traffic, which suggests that the attacker is attempting to establish a remote connection to the compromised system and initiate a keylogging session.""
 }
 ",['T1132'],['T1056']
40911,"{
   ""Sid"": ""40911"",
   ""Technique ID"": ""T1043"",
   ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on outbound connections from internal networks to external networks on HTTP ports, with specific HTTP URIs and HTTP client body content. This pattern is commonly associated with malware exfiltrating data over command and control channels using HTTP.""
 }",['T1043'],['T1014']
41443,"{
   ""Sid"": ""41443"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Command and Scripting Interpreter"",
   ""Quotes"": [
     ""Adversaries may use command and scripting interpreters to execute commands or scripts on a system.""
   ],
   ""Explanation"": ""The rule looks for an outbound connection to the external network on ports associated with HTTP traffic, specifically looking for a URI of /gate.php and the presence of specific content in the HTTP client body, including \""163=\"", \""&x=\"", and \""&z=\"". This behavior is consistent with malware using a command and scripting interpreter to communicate with a remote command and control server.""
 }",['T1071'],['T1056']
41443,"
 {
   ""Sid"": 41444,
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
   ""Quotes"": [
     ""using the server to exfiltrate data"",
     ""C2 frameworks allow attackers to exfiltrate data""
   ],
   ""Explanation"": ""The rule detects outbound connections to a malicious IP address performing a keylogger activity. The keylogger activity suggests that the attacker is trying to steal sensitive information from the victim's computer and exfiltrate it to their command and control server.""
 }
 ",['T1041'],['T1056']
41712,"{""Sid"": ""41712"", ""Technique ID"": ""T1027"", ""Technique Name"": ""Obfuscated Files or Information"", ""Quotes"": [], ""Explanation"": ""The rule looks for a HTTP request with a User-Agent header that contains the string \""Microsoft BITS\"" and a content-uri of \""/ChromeSetup.bat\"". This technique is used by malware to hide malicious files or information from detection.""}",['T1027'],['T1197']
42331,"
 {
   ""Sid"": ""42331"",
   ""Technique ID"": ""T1045"",
   ""Technique Name"": ""Command and Scripting Interpreter"",
   ""Quotes"": [
     """",
     """",
     """",
     """",
     """",
     """",
     """",
     """",
     """",
     """",
     """",
     """",
     """",
     """",
     """"
   ],
   ""Explanation"": ""The rule triggers when Doublepulsar injects malicious code into a legitimate process, indicating the use of command and scripting interpreter techniques.""
 }
 ",['T1045'],['T1055']
42340,"
 {
   ""Sid"": ""42340"",
   ""Technique ID"": ""T1043"",
   ""Technique Name"": ""SMB/IPC Session Hijacking"",
   ""Quotes"": [
     """",
     """"
   ],
   ""Explanation"": ""The rule detects an attempt to access an IPC share on a Windows machine using the SMB protocol. This technique is often used by attackers to gain access to a system and elevate privileges.""
 }
 ",['T1043'],['T1021']
42834,"
 {
   ""Sid"": ""42834"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Command and Control"",
   ""Quotes"": [
     ""\""web shell connection\""""
   ],
   ""Explanation"": ""The rule detects a web shell connection, which is a type of command and control used to remotely control a compromised system.""
 }
 ",['T1105'],['T1505']
42835,"
 {
   ""Sid"": ""42835"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Web Shell"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for a web shell connection to a known malware CNC server. Web shells are a common technique used by attackers to gain remote access to a system and execute commands.""
 }
 ",['T1110'],['T1505']
42836,"
 {
   ""Rule"": ""alert tcp $EXTERNAL_NET any - $HOME_NET $HTTP_PORTS ( msg:\""MALWARE-CNC Win.Backdoor.Chopper web shell connection\"";  flow:to_server,established;  http_client_body;  content:\""=@eval(get_magic_quotes_gpc()?stripslashes($_POST["",fast_pattern,nocase;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,www.fireeye.com/blog/threat-research/2013/08/breaking-down-the-china-chopper-web-shell-part-ii.html;  classtype:trojan-activity;  sid:42836;  rev:5;  )"",
   ""Techniques"": [
     {
       ""Sid"": ""42836"",
       ""Technique ID"": ""T1566.001"",
       ""Technique Name"": ""Web Shell"",
       ""Quotes"": [
         ""Win.Backdoor.Chopper web shell connection""
       ],
       ""Explanation"": ""The rule detects a web shell connection, which is a common technique used by attackers to gain access to a system and execute commands remotely.""
     }
   ]
 }
 ",['T1566.001'],['T1505']
43002,"
 [
   {
     ""Sid"": ""43002"",
     ""Technique ID"": ""T1021"",
     ""Technique Name"": ""Remote Desktop Protocol (RDP)"",
     ""Quotes"": [],
     ""Explanation"": ""This rule detects attempts to access a NetBIOS SMB IPC share, which is often used for remote desktop protocol (RDP) connections.""
   },
   {
     ""Sid"": ""43002"",
     ""Technique ID"": ""T1071"",
     ""Technique Name"": ""SMB/Windows Admin Shares"",
     ""Quotes"": [],
     ""Explanation"": ""This rule detects attempts to access a NetBIOS SMB IPC share, which is often used for accessing Windows administrative shares.""
   },
   {
     ""Sid"": ""43002"",
     ""Technique ID"": ""T1135"",
     ""Technique Name"": ""Windows Service Hardening"",
     ""Quotes"": [],
     ""Explanation"": ""This rule detects attempts to access a NetBIOS SMB IPC share, which can be used to bypass Windows service hardening.""
   }
 ]
 ","['T1021', 'T1071', 'T1135']",['T1021']
43003,"
 {
   ""Sid"": ""43003"",
   ""Technique ID"": ""T1084"",
   ""Technique Name"": ""SMB/RPC Pass the Hash"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects SMB traffic with the IPC share access attempt, which could be an attempt to exploit the SMB/RPC Pass the Hash vulnerability.""
 }
 ",['T1084'],['T1021']
43287,"
 {
   ""Sid"": ""43287"",
   ""Technique ID"": ""T1047"",
   ""Technique Name"": ""System Information Discovery"",
   ""Quotes"": [
     ""\""Access or modify configuration files, process listings, and other operational details to establish operational knowledge of the organization's systems and environment.""
   ],
   ""Explanation"": ""The rule triggers when a request is made to access the /etc/inetd.conf file, which contains information about running services and network configurations.""
 }
 ",['T1047'],['T1087']
43287,"
 {
   ""Sid"": 43288,
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when an attacker attempts to access the `/etc/motd` file, which contains system information, including the operating system and version, and sometimes user account information. Attackers can use this information to gain insights into the system and plan further attacks.""
 }
 ",['T1190'],['T1087']
43289,"
 {
   ""Sid"": ""43289"",
   ""Technique ID"": ""T1487"",
   ""Technique Name"": ""File and Directory Discovery"",
   ""Quotes"": [
     ""\""Usage of the"",
     ""http_uri"",
     ""option to detect a GET request of the"",
     ""/etc/shadow"",
     ""file that contains hashed user passwords and other sensitive information.\""""
   ],
   ""Explanation"": ""The rule triggers when an HTTP GET request for the /etc/shadow file is detected. This file contains hashed user passwords and other sensitive information, making it a valuable target for attackers.""
 }
 ",['T1487'],['T1087']
45967,"
 {
   ""Sid"": ""45967"",
   ""Technique ID"": ""T1048"",
   ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
   ""Quotes"": [
     ""\""outbound data exfiltration\"""",
     ""\""exfiltrating credit card data DNS\""""
   ],
   ""Explanation"": ""This rule detects outbound data exfiltration over DNS, which is a technique used by malware to exfiltrate data from a compromised system.""
 }
 ",['T1048'],['T1020']
45968,"
 {
   ""Sid"": ""45968"",
   ""Technique ID"": ""T1071.001"",
   ""Technique Name"": ""Exfiltration Over DNS"",
   ""Quotes"": [
     ""\""DNS allows attackers to provide a method of command and control for malware in a stealthy manner, as all DNS requests and responses are typically allowed through firewalls.\"""",
     ""\""Attackers can use DNS exfiltration to bypass network defenses and send data out of a victim network without being detected.\""""
   ],
   ""Explanation"": ""The rule detects outbound UDP traffic on port 53 with specific content that is associated with the Win.Trojan.UDPOS malware, which is known for exfiltrating data over DNS.""
 }
 ",['T1071.001'],['T1020']
45980,"
 {
   ""Sid"": ""45980"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for a specific pattern that is related to the OSCelestial malware family. This malware is known to exfiltrate data over a command and control channel, which is consistent with the T1041 technique.""
 }
 ",['T1041'],['T1056']
46067,"
 {
   ""Sid"": ""46067"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Command and Control"",
   ""Quotes"": [
     ""\""Initial outbound connection to a known C2 domain, IP address, or port\"""",
     ""\""Establish control over systems by leveraging remote access tools, backdoors, and frameworks\""""
   ],
   ""Explanation"": ""The rule triggers when a connection is made to a known C2 IP address or port, indicating an initial outbound connection to a command and control server.""
 }
 ",['T1105'],['T1176']
46070,"{
   ""Sid"": ""46070"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over C2 Channel"",
   ""Quotes"": [
     ""\""content:\""Expect: 100-continue\"",fast_pattern,nocase\""""
   ],
   ""Explanation"": ""The rule detects outbound traffic from the internal network to external IP addresses over HTTP ports. The rule also checks for the presence of \""Expect: 100-continue\"" header, which is often used in file exfiltration attacks to bypass firewalls and intrusion detection systems.""
 }",['T1041'],['T1020']
46482,"{
   ""Sid"": ""46482"",
   ""Technique ID"": ""T1566"",
   ""Technique Name"": ""Data Exfiltration"",
   ""Quotes"": [
     ""\""data exfiltration\""""
   ],
   ""Explanation"": ""The rule detects data exfiltration attempts by monitoring HTTP traffic for suspicious patterns and headers associated with malware-related communication, including keylogging and data窃取.""
 }",['T1566'],"['T1020', 'T1056']"
47377,"{
   ""Sid"": ""47377"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Command and Control"",
   ""Quotes"": [
     ""\""Unix.Trojan.Vpnfilter plugin variant connection attempt\""""
   ],
   ""Explanation"": ""The rule detects connections to a command and control server used by the Vpnfilter malware.""
 }",['T1071'],['T1176']
47639,"
 {
   ""Sid"": ""47639"",
   ""Technique ID"": ""T1027"",
   ""Technique Name"": ""Obfuscation: Domain Generation Algorithms"",
   ""Quotes"": [
     ""\""DNS TXT response record tunneling is a technique used to tunnel data through DNS requests and responses.\""""
   ],
   ""Explanation"": ""The rule detects DNS TXT response records that are larger than 300 bytes and contain a specific pattern. This pattern is commonly used in Domain Generation Algorithms (DGAs), which are used to generate domain names for malicious infrastructure. By detecting these patterns, the rule can identify and block attempts to establish covert communication channels through DNS.""
 }
 ",['T1027'],['T1048']
