,Sid,Rule,technique ids
111,32850,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Absolute Software Computrace outbound connection - search2.namequery.com"";  flow:to_server,established;  http_header;  content:""Host|3A| search2.namequery.com|0D 0A|"",fast_pattern,nocase;  content:""TagId: "";  metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,absolute.com/support/consumer/technology_computrace;  reference:url,www.blackhat.com/docs/us-14/materials/us-14-Kamlyuk-Kamluk-Computrace-Backdoor-Revisited.pdf;  reference:url,www.blackhat.com/presentations/bh-usa-09/ORTEGA/BHUSA09-Ortega-DeactivateRootkit-PAPER.pdf;  classtype:misc-activity;  sid:32850;  rev:3;  )",['T1014']
112,32851,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Absolute Software Computrace outbound connection - search64.namequery.com"";  flow:to_server,established;  http_header;  content:""Host|3A| search64.namequery.com|0D 0A|"",fast_pattern,nocase;  content:""TagId: "";  metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,absolute.com/support/consumer/technology_computrace;  reference:url,www.blackhat.com/docs/us-14/materials/us-14-Kamlyuk-Kamluk-Computrace-Backdoor-Revisited.pdf;  reference:url,www.blackhat.com/presentations/bh-usa-09/ORTEGA/BHUSA09-Ortega-DeactivateRootkit-PAPER.pdf;  classtype:misc-activity;  sid:32851;  rev:3;  )",['T1014']
113,33220,"alert tcp $HOME_NET any -> $EXTERNAL_NET [25,587] ( msg:""MALWARE-CNC Win.Trojan.HawkEye keylogger exfiltration attempt"";  flow:to_server,established;  content:""HawkEye Keylogger"",fast_pattern,nocase;  content:""Subject: =?utf-8?B"";  metadata:impact_flag red,ruleset community;  service:smtp;  reference:url,www.virustotal.com/en/file/f4499928a6fee5d37fb711ed6d68708bf116cfc7f284d3295dd30ded7ecf64b2/analysis/;  classtype:trojan-activity;  sid:33220;  rev:6;  )","['T1020', 'T1056']"
114,33221,"alert tcp $HOME_NET any -> $EXTERNAL_NET [25,587] ( msg:""MALWARE-CNC Win.Trojan.HawkEye Keylogger exfiltration attempt - clipboard and screenshot"";  flow:to_server,established;  content:""Subject|3A 20|=?utf-8?B?"",fast_pattern;  content:""=?=|0D 0A|"",within 150;  flowbits:set,hawk.lgr;  flowbits:noalert;  metadata:ruleset community;  service:smtp;  reference:url,www.virustotal.com/en/file/f4499928a6fee5d37fb711ed6d68708bf116cfc7f284d3295dd30ded7ecf64b2/analysis/;  classtype:trojan-activity;  sid:33221;  rev:8;  )","['T1020', 'T1056']"
115,33222,"alert tcp $HOME_NET any -> $EXTERNAL_NET [25,587] ( msg:""MALWARE-CNC Win.Trojan.HawkEye Keylogger exfiltration attempt - clipboard and screenshot"";  flow:to_server,established;  flowbits:isset,hawk.lgr;  content:""=0D=0AClipboard"",fast_pattern,nocase;  content:""=0D=0AKeyboard"",nocase;  metadata:impact_flag red,ruleset community;  service:smtp;  reference:url,www.virustotal.com/en/file/f4499928a6fee5d37fb711ed6d68708bf116cfc7f284d3295dd30ded7ecf64b2/analysis/;  classtype:trojan-activity;  sid:33222;  rev:3;  )","['T1020', 'T1056']"
116,33223,"alert tcp $HOME_NET any -> $EXTERNAL_NET [25,587] ( msg:""MALWARE-CNC Win.Trojan.HawkEye Keylogger exfiltration attempt - clipboard and screenshot"";  flow:to_server,established;  flowbits:isset,hawk.lgr;  content:""name=screenshot"",fast_pattern,nocase;  pcre:""/name\x3dscreenshot\d+\x2e/i"";  metadata:impact_flag red,ruleset community;  service:smtp;  reference:url,www.virustotal.com/en/file/f4499928a6fee5d37fb711ed6d68708bf116cfc7f284d3295dd30ded7ecf64b2/analysis/;  classtype:trojan-activity;  sid:33223;  rev:3;  )","['T1020', 'T1056']"
118,37245,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection"";  flow:to_server,established;  http_client_body;  content:""=@eval(base64_decode($_POST"",fast_pattern,nocase;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,informationonsecurity.blogspot.com/2012/11/china-chopper-webshell.html;  reference:url,www.virustotal.com/en/file/BE24561427D754C0C150272CAB5017D5A2DA64D41BEC74416B8AE363FB07FD77/analysis/;  classtype:trojan-activity;  sid:37245;  rev:4;  )","['T1001', 'T1505', 'T1132']"
119,38385,"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 ( msg:""MALWARE-CNC Win.Trojan.FTPKeyLogger outbound connection"";  flow:to_server,established;  content:""USER obitex@benfoods.tk|0D 0A|"",fast_pattern,nocase;  metadata:impact_flag red,ruleset community;  service:ftp;  reference:url,www.virustotal.com/en/file/44f956d41f5aea97884f88f60c1e28dc246b4b7318a87b332367e7f0476ca8fc/analysis/1459279340/;  classtype:trojan-activity;  sid:38385;  rev:3;  )",['T1056']
120,38386,"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 ( msg:""MALWARE-CNC Win.Trojan.FTPKeyLogger outbound connection"";  flow:to_server,established;  content:""PASS Goodman1986|0D 0A|"",fast_pattern,nocase;  metadata:impact_flag red,ruleset community;  service:ftp;  reference:url,www.virustotal.com/en/file/44f956d41f5aea97884f88f60c1e28dc246b4b7318a87b332367e7f0476ca8fc/analysis/1459279340/;  classtype:trojan-activity;  sid:38386;  rev:3;  )",['T1056']
121,38387,"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 ( msg:""MALWARE-CNC Win.Trojan.FTPKeyLogger outbound connection"";  flow:to_server,established;  content:""STOR Screenshot from|3A 20|"",fast_pattern;  content:""|29|.png"",within 80;  metadata:impact_flag red,ruleset community;  service:ftp;  reference:url,www.virustotal.com/en/file/44f956d41f5aea97884f88f60c1e28dc246b4b7318a87b332367e7f0476ca8fc/analysis/1459279340/;  classtype:trojan-activity;  sid:38387;  rev:2;  )",['T1056']
122,38388,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.FTPKeyLogger geolocation check"";  flow:to_server,established;  http_raw_uri;  bufferlen:16;  http_uri;  content:""/geoip/geoip.php"",fast_pattern,nocase;  http_header;  content:!""Accept"";  content:!""User-Agent"";  content:!""Referer"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/44f956d41f5aea97884f88f60c1e28dc246b4b7318a87b332367e7f0476ca8fc/analysis/1459279340/;  classtype:trojan-activity;  sid:38388;  rev:3;  )",['T1056']
123,38510,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.iSpySoft variant exfiltration attempt"";  flow:to_server,established;  http_raw_uri;  bufferlen:11;  http_method;  content:""POST"";  http_uri;  content:""/api?upload"",fast_pattern,nocase;  http_header;  content:""Expect|3A 20|"";  content:!""User-Agent"";  content:!""Accept"";  content:!""Referer"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/146889acc9c4a5dbda2de339320159560567b14f846653df727284076f092e63/analysis/1460466642/;  classtype:trojan-activity;  sid:38510;  rev:3;  )",['T1020']
124,38557,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger outbound connection"";  flow:to_server,established;  http_uri;  content:""/News/gate.php"",fast_pattern,nocase;  http_header;  content:""Connection|3A 20|Keep-Alive"";  content:!""Accept"";  content:!""Content-Type"";  content:""User-Agent|3A 20|"";  pcre:""/User-Agent\x3a\x20[A-F0-9]{32}\x0d\x0a/"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/77c802db1731fa8dae1b03d978f89b046309adfa1237b1497a69ccb9c2d82c16/analysis/1459520578/;  classtype:trojan-activity;  sid:38557;  rev:4;  )",['T1056']
125,38558,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger outbound connection"";  flow:to_server,established;  http_uri;  content:""/News/gate.php"",fast_pattern,nocase;  http_client_body;  content:""="",depth 4;  http_header;  content:""User-Agent|3A 20|"";  pcre:""/User-Agent\x3a\x20[A-F0-9]{32}\x0d\x0a/"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/77c802db1731fa8dae1b03d978f89b046309adfa1237b1497a69ccb9c2d82c16/analysis/1459520578/;  classtype:trojan-activity;  sid:38558;  rev:3;  )",['T1056']
126,38559,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger outbound connection - keystorkes"";  flow:to_server,established;  http_uri;  content:""/News/gate.php?"",fast_pattern,nocase;  http_client_body;  content:""<br><br><b><big>"";  http_uri;  pcre:""/\/News\/gate\.php\x3f[a-f0-9]{32}\x3d\d/i"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/77c802db1731fa8dae1b03d978f89b046309adfa1237b1497a69ccb9c2d82c16/analysis/1459520578/;  classtype:trojan-activity;  sid:38559;  rev:3;  )",['T1056']
127,38560,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger outbound connection - screenshot"";  flow:to_server,established;  http_uri;  content:""/News/gate.php?"",fast_pattern,nocase;  http_client_body;  content:""JFIF"";  http_uri;  pcre:""/\/News\/gate\.php\x3f[a-f0-9]{32}\x3d\d/i"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/77c802db1731fa8dae1b03d978f89b046309adfa1237b1497a69ccb9c2d82c16/analysis/1459520578/;  classtype:trojan-activity;  sid:38560;  rev:3;  )",['T1056']
128,38561,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger plugins download attempt"";  flow:to_server,established;  content:"".p HTTP/1.1"",fast_pattern,nocase;  http_uri;  content:""/plugins/"";  pcre:""/\/plugins\/[a-z]{3,10}\.p/i"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/77c802db1731fa8dae1b03d978f89b046309adfa1237b1497a69ccb9c2d82c16/analysis/1459520578/;  classtype:trojan-activity;  sid:38561;  rev:3;  )","['T1056', 'T1176']"
129,38562,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger initial exfiltration attempt"";  flow:to_server,established;  content:""/gate.php"",fast_pattern,nocase;  http_client_body;  content:""pc="",nocase;  content:""&admin="",distance 0,nocase;  content:""&os="",distance 0,nocase;  content:""&hid="",distance 0,nocase;  content:""&arc="",distance 0,nocase;  http_header;  content:""User-Agent|3A 20|"";  pcre:""/User-Agent\x3a\x20[A-F0-9]{32}\x0d\x0a/"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/77c802db1731fa8dae1b03d978f89b046309adfa1237b1497a69ccb9c2d82c16/analysis/1459520578/;  classtype:trojan-activity;  sid:38562;  rev:4;  )","['T1020', 'T1056']"
130,38563,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger fake 404 response"";  flow:to_client,established;  http_stat_code;  content:""200"";  http_stat_msg;  content:""OK"";  pkt_data;  content:"">404 Not Found<"",fast_pattern,nocase;  content:"" requested URL / was not found "";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/77c802db1731fa8dae1b03d978f89b046309adfa1237b1497a69ccb9c2d82c16/analysis/1459520578/;  classtype:trojan-activity;  sid:38563;  rev:4;  )",['T1056']
131,38564,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger keylog exfiltration attempt"";  flow:to_server,established;  http_uri;  content:""/post.php?"",fast_pattern,nocase;  content:""pl="";  content:""&education="",distance 0;  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/77c802db1731fa8dae1b03d978f89b046309adfa1237b1497a69ccb9c2d82c16/analysis/1459520578/;  classtype:trojan-activity;  sid:38564;  rev:3;  )","['T1020', 'T1056']"
132,38565,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Sweeper variant dropper initial download attempt"";  flow:to_server,established;  http_method;  content:""HEAD"";  pkt_data;  content:"".bin"",fast_pattern,nocase;  http_header;  content:""User-Agent|3A 20|Microsoft BITS"";  pkt_data;  content:""Accept-Encoding|3A 20|identity|0D 0A|"";  http_header;  content:!""Content-Length"";  http_uri;  pcre:""/\/[a-f0-9]{32}\/\w+\.bin/"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/70e6df66c76700afef596e2dd7c956f4f476acca5b935b3f067084241638d182/analysis/1460636221/;  classtype:trojan-activity;  sid:38565;  rev:3;  )",['T1197']
133,38566,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Sweeper variant dropper download attempt"";  flow:to_server,established;  content:"".bin"",fast_pattern,nocase;  http_header;  content:""User-Agent|3A 20|Microsoft BITS"";  pkt_data;  content:""Accept-Encoding|3A 20|identity|0D 0A|"";  http_header;  content:""If-Unmodified-Since"";  content:""Range"";  http_uri;  pcre:""/\/[a-f0-9]{32}\/\w+\.bin/"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/70e6df66c76700afef596e2dd7c956f4f476acca5b935b3f067084241638d182/analysis/1460636221/;  classtype:trojan-activity;  sid:38566;  rev:3;  )",['T1197']
134,38890,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Kirts exfiltration attempt"";  flow:to_server,established;  http_uri;  content:"".php?fname=Hawkeye_Keylogger"",fast_pattern,nocase;  content:""&data="";  http_header;  content:!""User-Agent"";  content:!""Accept"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/f81128f3b9c0347f4ee5946ecf9a95a3d556e8e3a4742d01e5605f862e1d116d/analysis/1462888129/;  classtype:trojan-activity;  sid:38890;  rev:3;  )","['T1020', 'T1056']"
135,38950,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Trojan.PassStealer passwords exfiltration attempt"";  flow:to_server;  file_data;  content:""Passwords Recorded On "",fast_pattern;  content:""Time of Recording:"",within 20,distance 22;  content:""IP Address"",within 12,distance 15;  metadata:impact_flag red,ruleset community;  service:ftp;  reference:url,virustotal.com/en/file/5780e8408c8d5c84d1fbe5c53eeb77832a6af54fd41fab7f720c89fc10989340/analysis/1463495191/;  classtype:trojan-activity;  sid:38950;  rev:4;  )",['T1020']
136,39409,"alert tcp $HOME_NET any -> $SMTP_SERVERS [25,587] ( msg:""MALWARE-CNC Win.Trojan.iSpy variant initial outbound connection"";  flow:to_server,established;  content:""=0D=0A=0D=0A"",fast_pattern,nocase;  content:""iSpy Keylogger"";  content:""Computer Information"";  content:""Username:"",within 30;  content:""Installed"",within 50;  metadata:impact_flag red,ruleset community;  service:smtp;  reference:url,www.virustotal.com/en/file/f4e902c1c2647e79167262bf948fe41368bab4d3876255eb3d9edb5ae02097b7/analysis/;  classtype:trojan-activity;  sid:39409;  rev:3;  )",['T1056']
137,39410,"alert tcp $HOME_NET any -> $SMTP_SERVERS [25,587] ( msg:""MALWARE-CNC Win.Trojan.iSpy variant exfiltration outbound connection"";  flow:to_server,established;  content:""=0D=0A"",fast_pattern,nocase;  content:""iSpy Keylogger"";  content:""=0D=0ABrowser"";  content:""=0D=0AWebsite"",within 70;  content:""=0D=0AUsername"",within 70;  content:""=0D=0APassword"",within 70;  metadata:impact_flag red,ruleset community;  service:smtp;  reference:url,www.virustotal.com/en/file/f4e902c1c2647e79167262bf948fe41368bab4d3876255eb3d9edb5ae02097b7/analysis/;  classtype:trojan-activity;  sid:39410;  rev:3;  )","['T1020', 'T1056']"
138,39911,"alert tcp $HOME_NET any -> $EXTERNAL_NET [25,587] ( msg:""MALWARE-CNC Win.Trojan.HawkEye keylogger exfiltration attempt"";  flow:to_server,established;  content:""Subject: HawkEye Keylogger |7C|"",fast_pattern,nocase;  metadata:impact_flag red,ruleset community;  service:smtp;  reference:url,www.virustotal.com/en/file/f4499928a6fee5d37fb711ed6d68708bf116cfc7f284d3295dd30ded7ecf64b2/analysis/;  classtype:trojan-activity;  sid:39911;  rev:3;  )","['T1020', 'T1056']"
139,40220,"alert udp $HOME_NET [500,848,4500,4848] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER Cisco IOS Group-Prime memory disclosure exfiltration attempt"";  flow:to_client;  dsize:>2000;  content:""|0B 10 05 00|"",depth 8,offset 16;  byte_test:4,>,2000,4,relative;  metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  reference:cve,2016-6415;  reference:url,tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20160916-ikev1;  classtype:attempted-recon;  sid:40220;  rev:6;  )",['T1020']
140,40832,"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-CNC Win.Backdoor.Houdini variant keylogger inbound init command attempt"";  flow:to_client,established;  isdataat:22;  isdataat:!23;  content:""silence_keylogger|0D 0A|"",depth 19,offset 4;  metadata:impact_flag red,ruleset community;  classtype:trojan-activity;  sid:40832;  rev:5;  )",['T1056']
141,40911,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Rootkit.Sednit variant outbound connection"";  flow:to_server,established;  http_raw_uri;  bufferlen:11;  http_uri;  content:""/search.php"",fast_pattern,nocase;  http_client_body;  content:""as_ft="";  content:""as_q="";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,virustotal.com/en/file/471fbdc52b501dfe6275a32f89a8a6b02a2aa9a0e70937f5de610b4185334668/analysis/1480953133/;  classtype:trojan-activity;  sid:40911;  rev:4;  )",['T1014']
142,41443,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Ransomware.X-Mas variant keylogger outbound connection"";  flow:to_server,established;  http_uri;  content:""/gate.php"",fast_pattern,nocase;  http_client_body;  content:""163="";  content:""&x="",distance 0;  content:""&z="",distance 0;  metadata:impact_flag red,ruleset community;  service:http;  reference:url,virustotal.com/en/file/b49d2b3c6978584408f3c668863cc88e892bd333a9db9c3de14964d59fc3298f/analysis/1484847208/;  classtype:trojan-activity;  sid:41443;  rev:4;  )",['T1056']
143,41444,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Ransomware.X-Mas variant keylogger outbound connection"";  flow:to_server,established;  http_uri;  content:""/gate.php?"",fast_pattern,nocase;  http_client_body;  content:""|3C|br|3E 3C|br|3E 3C|b|3E 3C|big|3E 3C|font color=|22|"";  content:""|22 3E 20 5B|"",within 12;  http_header;  content:!""Accept-"";  content:!""Referer"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,virustotal.com/en/file/b49d2b3c6978584408f3c668863cc88e892bd333a9db9c3de14964d59fc3298f/analysis/1484847208/;  classtype:trojan-activity;  sid:41444;  rev:4;  )",['T1056']
144,41712,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Houdini backdoor file download request"";  flow:to_server,established;  http_uri;  content:""/ChromeSetup.bat"",fast_pattern,nocase;  pkt_data;  content:""User-Agent|3A| Microsoft BITS"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,virustotal.com/en/file/8d75e47c04bb2cc0f4c2e973475d4ff1fc8f32039794e3ea5ca2494c66d80d3f/analysis/;  classtype:trojan-activity;  sid:41712;  rev:3;  )",['T1197']
145,42331,"alert tcp any any -> $HOME_NET 445 ( msg:""MALWARE-CNC Win.Trojan.Doublepulsar variant process injection command"";  flow:to_server,established;  content:""|FF|SMB|32 00 00 00 00|"",depth 9,offset 4;  content:""|42 00|"",within 2,distance 21;  content:""|0E 00|"",within 2,distance 29;  content:!""|00 00|"",within 2;  flowbits:set,smb.trans2.mid66;  metadata:impact_flag red,ruleset community;  service:netbios-ssn;  reference:url,countercept.com/our-thinking/analyzing-the-doublepulsar-kernel-dll-injection-technique/;  reference:url,www.virustotal.com/file/15ffbb8d382cd2ff7b0bd4c87a7c0bffd1541c2fe86865af445123bc0b770d13/analysis/;  classtype:trojan-activity;  sid:42331;  rev:5;  )",['T1055']
146,42340,"alert tcp any any -> $HOME_NET 445 ( msg:""OS-WINDOWS Microsoft Windows SMB anonymous session IPC share access attempt"";  flow:to_server,established;  flowbits:isset,smb.null_session;  content:""|FF|SMB|75 00 00 00 00|"",depth 9,offset 4;  content:""|00 5C 00|I|00|P|00|C|00|$|00 00 00|"",fast_pattern,nocase;  metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:netbios-ssn;  reference:url,msdn.microsoft.com/en-us/library/ee441910.aspx;  reference:url,technet.microsoft.com/en-us/security/bulletin/MS17-010;  classtype:attempted-recon;  sid:42340;  rev:4;  )",['T1021']
147,42834,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection"";  flow:to_server,established;  http_header;  content:""X-Forwarded-For"",nocase;  http_client_body;  content:""z9=base64%5fdecode"",fast_pattern,nocase;  content:""=%40eval"";  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,www.fireeye.com/blog/threat-research/2013/08/breaking-down-the-china-chopper-web-shell-part-ii.html;  classtype:trojan-activity;  sid:42834;  rev:5;  )",['T1505']
148,42835,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection"";  flow:to_server,established;  http_header;  content:""X-Forwarded-For"",nocase;  http_client_body;  content:""=edoced_46esab"",fast_pattern,nocase;  content:""z0="";  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,www.fireeye.com/blog/threat-research/2013/08/breaking-down-the-china-chopper-web-shell-part-ii.html;  classtype:trojan-activity;  sid:42835;  rev:5;  )",['T1505']
149,42836,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection"";  flow:to_server,established;  http_client_body;  content:""=@eval(get_magic_quotes_gpc()?stripslashes($_POST["",fast_pattern,nocase;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,www.fireeye.com/blog/threat-research/2013/08/breaking-down-the-china-chopper-web-shell-part-ii.html;  classtype:trojan-activity;  sid:42836;  rev:5;  )",['T1505']
150,43002,"alert tcp any any -> $HOME_NET 445 ( msg:""PROTOCOL-OTHER NETBIOS SMB IPC share access attempt"";  flow:to_server,established;  content:""|FF|SMB|75 00 00 00 00|"",depth 9,offset 4;  content:""IPC$|00|"",fast_pattern,nocase;  flowbits:set,smb.tree.connect.ipc;  flowbits:noalert;  metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community;  service:netbios-ssn;  classtype:misc-activity;  sid:43002;  rev:8;  )",['T1021']
151,43003,"alert tcp any any -> $HOME_NET 445 ( msg:""PROTOCOL-OTHER NETBIOS SMB IPC share access attempt"";  flow:to_server,established;  content:""|FF|SMB|75 00 00 00 00|"",depth 9,offset 4;  content:""I|00|P|00|C|00|$|00 00 00|"",fast_pattern,nocase;  flowbits:set,smb.tree.connect.ipc;  flowbits:noalert;  metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community;  service:netbios-ssn;  classtype:misc-activity;  sid:43003;  rev:8;  )",['T1021']
152,43287,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP /etc/inetd.conf file access attempt"";  flow:to_server,established;  http_uri;  content:""/etc/inetd.conf"",fast_pattern,nocase;  metadata:policy max-detect-ips drop,ruleset community;  service:http;  classtype:attempted-recon;  sid:43287;  rev:3;  )",['T1087']
153,43288,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP /etc/motd file access attempt"";  flow:to_server,established;  http_uri;  content:""/etc/motd"",fast_pattern,nocase;  metadata:policy max-detect-ips drop,ruleset community;  service:http;  classtype:attempted-recon;  sid:43288;  rev:3;  )",['T1087']
154,43289,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP /etc/shadow file access attempt"";  flow:to_server,established;  http_uri;  content:""/etc/shadow"",fast_pattern,nocase;  metadata:policy max-detect-ips drop,ruleset community;  service:http;  classtype:attempted-recon;  sid:43289;  rev:3;  )",['T1087']
155,45967,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 ( msg:""MALWARE-CNC Win.Trojan.UDPOS outbound data exfiltration"";  flow:to_server;  isdataat:150;  content:""|0F|"";  content:""|03|trp"",within 4,distance 15,fast_pattern;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:dns;  reference:url,blogs.forcepoint.com/security-labs/udpos-exfiltrating-credit-card-data-dns;  reference:url,www.virustotal.com/#/file/62688903adfc719c5514f25a17563547aac4801959852f5d49faa93967ce86cf/detection;  classtype:trojan-activity;  sid:45967;  rev:2;  )",['T1020']
156,45968,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 ( msg:""MALWARE-CNC Win.Trojan.UDPOS outbound data exfiltration"";  flow:to_server;  isdataat:150;  content:""|0F|"";  content:""|04|note"",within 5,distance 15,fast_pattern;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:dns;  reference:url,blogs.forcepoint.com/security-labs/udpos-exfiltrating-credit-card-data-dns;  reference:url,www.virustotal.com/#/file/62688903adfc719c5514f25a17563547aac4801959852f5d49faa93967ce86cf/detection;  classtype:trojan-activity;  sid:45968;  rev:2;  )",['T1020']
157,45980,"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-CNC MultiOS.Trojan.OSCelestial variant inbound connection"";  flow:to_client,established;  content:""|74 00 29|net.oscp.client.keylogger.KeystrokeLogger"",fast_pattern,nocase;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  reference:url,www.virustotal.com/en/file/9b4843ff0181af15a6c8478ca00aafd4296592a2985a480575810f4f64442742/analysis/;  classtype:trojan-activity;  sid:45980;  rev:2;  )",['T1056']
158,46067,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.yty plugin downloader initial outbound connection"";  flow:to_server,established;  http_header;  content:""Expect: 100-continue"",fast_pattern,nocase;  http_client_body;  content:""pc="";  content:""pc_data="";  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,www.arbornetworks.com/blog/asert/donot-team-leverages-new-modular-malware-framework-south-asia/;  classtype:trojan-activity;  sid:46067;  rev:2;  )",['T1176']
