Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
42836,"[
   {
     ""sid"": ""42836"",
     ""Technique ID"": ""T1133"",
     ""Technique name"": ""External Remote Services"",
     ""Quotes"": ""Adversaries may leverage external-facing remote services to initially access and/or persist within a network."",
     ""Explanation"": ""This event is generated when activity related to malware is detected.""
   },
   {
     ""sid"": ""42836"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
     ""Explanation"": ""This event is generated when activity related to malware is detected.""
   }
 ][
   {
     ""sid"": ""42836"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""This rule detects a web shell connection, which is used by adversaries to send commands to and execute code on the compromised system.""
   },
   {
     ""sid"": ""42836"",
     ""Technique ID"": ""T1041"",
     ""Technique Name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel"",
     ""Explanation"": ""This rule detects data being exfiltrated from the compromised system over a C2 channel, which is used by adversaries to communicate with and control compromised systems.""
   }
 ][
         ""sid"": ""42836"",
         ""Technique ID"": ""T1110"",
         ""Technique name"": ""Brute Force"",
         ""Quotes"": ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained."",
         ""Explanation"": ""This rule looks for a specific pattern in the HTTP client body that is often associated with brute force attacks.""
     ],
     [
         ""sid"": ""42836"",
         ""Technique ID"": ""T1133"",
         ""Technique name"": ""External Remote Services"",
         ""Quotes"": ""Adversaries may leverage external-facing remote services to initially access and/or persist within a network"",
         ""Explanation"": ""This rule looks for attempts to access a web shell, which is a type of remote service that can be used to control a compromised system.""
     ]
 ]","['T1190', 'T1133', 'T1105', 'T1041', 'T1110', 'T1200', 'T1197']","['T1190', 'T1197']","['T1133', 'T1105', 'T1041', 'T1110']","['T1105', 'T1133']","['T1505', 'T1219']"
48818,"[
   {
     ""sid"": ""48818"",
     ""Technique ID"": ""T1041"",
     ""Technique Name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
     ""Explanation"": ""This rule detects outbound connections from an infected host to a known malicious IP address, indicating that the malware is attempting to exfiltrate stolen data.""
   },
   {
     ""sid"": ""48818"",
     ""Technique ID"": ""T1071"",
     ""Technique Name"": ""Application Layer Protocol"",
     ""Quotes"": ""Adversaries may communicate using OSI application layer protocols to avoid detection/network filtering by blending in with existing traffic."",
     ""Explanation"": ""This rule detects the use of an uncommon User-Agent string in an HTTP header, suggesting that the malware is attempting to blend in with legitimate traffic to avoid detection.""
   }
 ][
         ""sid"": ""48818"",
         ""Technique ID"": ""T1485"",
         ""Technique name"": ""Data Destruction"",
         ""Quotes"": ""Adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources."",
         ""Explanation"": ""This rule looks for outbound connections from a compromised host to a known malicious IP address or domain.""
     ][
   {
     ""sid"": ""48818"",
     ""Technique ID"": ""T1041"",
     ""Technique Name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
     ""Explanation"": ""This rule detects outbound communication from a compromised host to a known malware command and control server. The exfiltration of data is a common goal of malware, and this rule specifically looks for traffic to a known malicious IP address.""
   },
   {
     ""sid"": ""48818"",
     ""Technique ID"": ""T1133"",
     ""Technique Name"": ""External Remote Services"",
     ""Quotes"": ""Adversaries may leverage external-facing remote services to initially access and/or persist within a network."",
     ""Explanation"": ""This rule detects outbound communication to a known malicious IP address. This IP address may be hosting a command and control server or other malicious service that could be used to compromise the victim's system.""
   }
 ]","['T1059', 'T1133', 'T1568', 'T1027', 'T1136', 'T1591', 'T1564', 'T1566', 'T1041', 'T1071', 'T1105', 'T1190', 'T1210', 'T1563', 'T1485']","['T1071', 'T1059']","['T1041', 'T1071', 'T1485', 'T1133']","['T1041', 'T1071']",['T1043']
41920,"
 {}
 [
   {
     ""sid"": ""41920"",
     ""Technique ID"": ""T1110"",
     ""Technique Name"": ""Brute Force"",
     ""Quotes"": ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained"",
     ""Explanation"": ""This rule detects brute force attempts against a McAfee Virus Scan Linux authentication token.""
   },
   {
     ""sid"": ""41920"",
     ""Technique ID"": ""T1586"",
     ""Technique Name"": ""Compromise Accounts"",
     ""Quotes"": ""Adversaries may compromise accounts with services that can be used during targeting"",
     ""Explanation"": ""This rule detects attempts to compromise accounts on a McAfee Virus Scan Linux server.""
   }
 ][
   {
     ""sid"": ""41920"",
     ""Technique ID"": ""T1110"",
     ""Technique name"": ""Brute Force"",
     ""Quotes"": ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained"",
     ""Explanation"": ""This rule looks for brute force attacks against McAfee Virus Scan's authentication token on port 55443.""
   }
 ]","['T1110', 'T1212', 'T1589', 'T1586', 'T1078']","['T1078', 'T1110']","['T1110', 'T1586']","['T1110', 'T1586']",['T1110']
33939,"[
         ""sid"": ""33939"",
         ""Technique ID"": ""T1204"",
         ""Technique name"": ""User Execution"",
         ""Quotes"": ""An adversary may rely upon specific actions by a user in order to gain execution."",
         ""Explanation"": ""This rule detects when an email attachment with a filename extension of '.cpl' is received. CPL files are typically used for Control Panel applets and could be used by an attacker to execute malicious code.""
     ],
     [
         ""sid"": ""33939"",
         ""Technique ID"": ""T1499"",
         ""Technique name"": ""Endpoint Denial of Service"",
         ""Quotes"": ""Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users."",
         ""Explanation"": ""Exploiting a vulnerability in an email client or operating system could allow an attacker to execute a denial of service attack.""
     ]
 ][
   {
     ""sid"": ""33939"",
     ""Technique ID"": ""T1106"",
     ""Technique Name"": ""Data Encoding"",
     ""Quotes"": ""Adversaries may use techniques to encode data in order to avoid detection by security tools."",
     ""Explanation"": ""This rule is triggered by the presence of a CPL file attachment, which may be used to execute arbitrary code.""
   },
   {
     ""sid"": ""33939"",
     ""Technique ID"": ""T1128"",
     ""Technique Name"": ""Phishing"",
     ""Quotes"": ""Adversaries may send phishing messages to gain access to victim systems."",
     ""Explanation"": ""Phishing emails often contain malicious attachments that can be used to install malware on a victim's computer.""
   }
 ]{}","['T1203', 'T1133', 'T1041', 'T1553', 'T1189', 'T1566', 'T1201', 'T1120', 'T1105', 'T1499', 'T1204', 'T1102', 'T1140']","['T1189', 'T1566']","['T1204', 'T1499', 'T1106', 'T1128']","['T1204', 'T1499']",['T1218']
34709,"[
 ""sid"": ""23807"",
 ""Technique ID"": ""T1498"",
 ""Technique name"": ""Network Denial of Service"",
 ""Quotes"": null,
 ""Explanation"": ""This rule looks for attempts to exploit a Denial of Service vulnerability in the Kerberos protocol.""
 ][
   {
     ""sid"": ""34709"",
     ""Technique ID"": ""T1498"",
     ""Technique name"": ""Network Denial of Service"",
     ""Quotes"": ""Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users."",
     ""Explanation"": ""This rule detects attempts to exploit a denial of service vulnerability in the MIT Kerberos 5 krb5_read_message function.""
   },
   {
     ""sid"": ""34709"",
     ""Technique ID"": ""T1499"",
     ""Technique name"": ""Endpoint Denial of Service"",
     ""Quotes"": ""Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users."",
     ""Explanation"": ""This rule detects attempts to exploit a denial of service vulnerability in the MIT Kerberos 5 krb5_read_message function.""
   }
 ][
   {
     ""sid"": ""34709"",
     ""Technique ID"": ""T1498"",
     ""Technique name"": ""Network Denial of Service"",
     ""Quotes"": ""Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users"",
     ""Explanation"": ""This rule detects an attempt to exploit a network denial of service vulnerability in MIT Kerberos 5's krb5_read_message function.""
   }
 ]","['T1495', 'T1498', 'T1199', 'T1499', 'T1491']",[],"['T1498', 'T1499']","['T1498', 'T1499']",['T1550']
18329,"[
   {
     ""sid"": ""18329"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
     ""Explanation"": ""This rule detects exploitation attempts targeting the ReleaseContext function of the Microsoft Windows Management Instrumentation (WMI) ActiveX control, commonly used in web browsers.""
   },
   {
     ""sid"": ""18329"",
     ""Technique ID"": ""T1111"",
     ""Technique name"": ""Multi-Factor Authentication Interception"",
     ""Quotes"": ""Adversaries may target multi-factor authentication (MFA) mechanisms, (i.e. something you have, something you know, or something you are), to intercept, bypass, or disable MFA to gain access to a target system or network."",
     ""Explanation"": ""The rule triggers on the presence of an ActiveX function call attempting to manipulate WMI, suggesting an attempt to compromise the client system's security or perform malicious actions.""
   }
 ][
   {
     ""sid"": ""18329"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code"",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in the Microsoft Windows WMI Administrator Tools Object Viewer ActiveX control, which could allow an adversary to execute arbitrary code on the victim's system.""
   },
   {
     ""sid"": ""18329"",
     ""Technique ID"": ""T1120"",
     ""Technique name"": ""Peripheral Device Discovery"",
     ""Quotes"": ""Adversaries may attempt to gather information about attached peripheral devices and components connected to a computer system"",
     ""Explanation"": ""This rule also detects attempts to access the ReleaseContext function of the ActiveX control, which could allow an adversary to gain information about the victim's system.""
   }
 ][
   {
     ""sid"": ""18329"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
     ""Explanation"": ""This rule detects exploitation attempts against a vulnerability in Microsoft Windows WMI Administrator Tools Object Viewer ActiveX control. This vulnerability can be exploited by tricking a user into opening a malicious document or visiting a website that hosts the exploit code.""
   }
 ]","['T1190', 'T1203', 'T1120', 'T1189', 'T1548', 'T1127', 'T1125', 'T1111', 'T1068']","['T1189', 'T1190']","['T1203', 'T1111', 'T1120']","['T1203', 'T1111']",['T1047']
48531,"
 {}
 [
     {
         ""sid"": ""48531"",
         ""Technique ID"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code"",
         ""Explanation"": ""This rule triggers on an attempt to exploit a VBScript execution policy bypass vulnerability in Microsoft Internet Explorer 11, which could allow attackers to execute arbitrary code on the target system.""
     },
     {
         ""sid"": ""48531"",
         ""Technique ID"": ""T1189"",
         ""Technique name"": ""Drive-by Compromise"",
         ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing."",
         ""Explanation"": ""This rule also detects attempts to exploit this vulnerability through a drive-by download attack, where a malicious website or advertisement triggers the vulnerability without any user interaction.""
     }
 ][
   {
     ""sid"": ""48531"",
     ""Technique ID"": ""T1140"",
     ""Technique Name"": ""Deobfuscate/Decode Files or Information"",
     ""Quotes"": [
       ""Adversaries may use Obfuscated Files or Information to hide artifacts of an intrusion from analysis.""
     ],
     ""Explanation"": ""This rule detects an attempt to bypass Microsoft Internet Explorer 11's VBScript execution policy by using a decoding technique commonly employed to evade detection.""
   },
   {
     ""sid"": ""48531"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": [
       ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network.""
     ],
     ""Explanation"": ""The rule triggers when an attacker attempts to exploit a vulnerability in Microsoft Internet Explorer to gain initial access to a network or system.""
   }
 ]","['T1203', 'T1211', 'T1189', 'T1204', 'T1068', 'T1140', 'T1185', 'T1059']","['T1189', 'T1204']","['T1203', 'T1189', 'T1140', 'T1190']","['T1203', 'T1189']",['T1220']
34463,"[
   {
     ""sid"": ""34463"",
     ""Technique ID"": ""T1219"",
     ""Technique name"": ""Remote Access Software"",
     ""Quotes"": ""An adversary may use legitimate desktop support and remote access software to establish an interactive command and control channel to target systems within networks."",
     ""Explanation"": ""This rule detects attempts to connect to TeamViewer, a legitimate remote access tool, which could be used by an adversary to establish a remote connection to a compromised system""
   },
   {
     ""sid"": ""34463"",
     ""Technique ID"": ""T1021"",
     ""Technique name"": ""Remote Services"",
     ""Quotes"": ""Adversaries may use Valid Accounts to log into a service that accepts remote connections, such as telnet, SSH, and VNC."",
     ""Explanation"": ""This rule detects attempts to connect to TeamViewer, which uses a proprietary protocol to establish remote connections. This technique is relevant because it involves using a remote access service to establish a connection to a compromised system""
   }
 ][
   {
     ""sid"": ""34463"",
     ""Technique ID"": ""T1219"",
     ""Technique name"": ""Remote Access Software"",
     ""Quotes"": ""\""An adversary may use legitimate desktop support and remote access software to establish an interactive command and control channel to target systems within networks.\"""",
     ""Explanation"": ""This rule detects outbound connections to TeamViewer, a legitimate remote access tool that can be abused by adversaries for remote control and command and control purposes.""
   }
 ][
   {
     ""sid"": ""34463"",
     ""Technique ID"": ""T1129"",
     ""Technique Name"": ""Shared Modules"",
     ""Quotes"": ""Adversaries may execute malicious payloads via loading shared modules."",
     ""Explanation"": ""The rule detects outbound connections to TeamViewer's servers, which could be used for remote administration and execution of malicious commands.""
   },
   {
     ""sid"": ""34463"",
     ""Technique ID"": ""T1219"",
     ""Technique Name"": ""Remote Access Software"",
     ""Quotes"": ""An adversary may use legitimate desktop support and remote access software to establish an interactive command and control channel to target systems within networks"",
     ""Explanation"": ""The rule detects outbound connections to TeamViewer's servers, which could be used for remote administration and execution of malicious commands.""
   }
 ]","['T1133', 'T1008', 'T1129', 'T1105', 'T1083', 'T1219', 'T1012', 'T1113', 'T1021', 'T1049', 'T1104', 'T1190']","['T1219', 'T1021']","['T1219', 'T1021', 'T1129']","['T1219', 'T1021']",['T1219']
655,"[
     ""sid"": ""655"",
     ""Technique ID"": ""T1210"",
     ""Technique name"": ""Exploitation of Remote Services"",
     ""Quotes"": ""Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network"",
     ""Explanation"": ""This rule looks for an attempt to exploit a vulnerability in Sendmail remote command execution.""
 ][
   {
     ""sid"": ""655"",
     ""Technique ID"": ""T1210"",
     ""Technique name"": ""Exploitation of Remote Services"",
     ""Quotes"": ""Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network"",
     ""Explanation"": ""This rule looks for an exploit attempt against a vulnerability in Sendmail versions earlier than 8.15.3. This vulnerability exists due to an unchecked buffer when processing specially crafted input that allows for the execution of arbitrary code.""
   },
   {
     ""sid"": ""655"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network"",
     ""Explanation"": ""This rule looks for an exploit attempt against a vulnerability in Sendmail versions earlier than 8.15.3. This vulnerability exists due to an unchecked buffer when processing specially crafted input that allows for the execution of arbitrary code.""
   }
 ][
   ""sid"": ""655"",
   ""Technique ID"": ""T1190"",
   ""Technique name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network"",
   ""Explanation"": ""This rule looks for attempts to exploit a remote code execution vulnerability in the Sendmail MTA.""
 ]","['T1211', 'T1068', 'T1190', 'T1499', 'T1210', 'T1202', 'T1080', 'T1203']","['T1190', 'T1203']","['T1210', 'T1190']","['T1210', 'T1190']",['T1068']
26640,"[
   {
     ""sid"": ""26640"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network"",
     ""Explanation"": ""This rule detects an attempt to exploit a vulnerability in Microsoft Internet Explorer's XML digital signature transformation of digest value.""
   }
 ]
 {}
 [
   {
     ""sid"": ""26640"",
     ""Technique ID"": ""T1589"",
     ""Technique name"": ""Gather Victim Identity Information"",
     ""Quotes"": ""Adversaries may gather information about the victim's identity that can be used during targeting"",
     ""Explanation"": ""This rule identifies attempts to exploit a vulnerability in Microsoft Internet Explorer's XML digital signature verification, which could allow an attacker to obtain sensitive information about the victim's system.""
   },
   {
     ""sid"": ""26640"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network"",
     ""Explanation"": ""This rule also detects attempts to exploit a public-facing application, such as a web server, to gain initial access to a victim's network.""
   }
 ]","['T1190', 'T1589', 'T1569', 'T1619', 'T1110', 'T1564', 'T1135', 'T1580', 'T1059', 'T1111', 'T1120', 'T1222', 'T1583']","['T1190', 'T1059']","['T1190', 'T1589']","['T1190', 'T1589']",['T1220']
27919,"[
   {
     ""sid"": ""27919"",
     ""Technique ID"": ""T1020"",
     ""Technique name"": ""Automated Exfiltration"",
     ""Quotes"": ""Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection"",
     ""Explanation"": ""This rule detects the presence of the Zeus Trojan, known for its automated data exfiltration capabilities.""
   },
   {
     ""sid"": ""27919"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel"",
     ""Explanation"": ""Zeus is a Trojan that commonly exfiltrates data over its command and control channel.""
   }
 ][
   ""sid"": ""27919"",
   ""Technique ID"": ""T1020"",
   ""Technique name"": ""Automated Exfiltration"",
   ""Quotes"": ""\""Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.\"""",
   ""Explanation"": ""This rule detects encrypted POST data exfiltration by the Win.Trojan.Zeus malware, suggesting the presence of an automated mechanism for data exfiltration.""
 ]
 {}
 ","['T1041', 'T1071', 'T1020', 'T1030']","['T1071', 'T1020']","['T1020', 'T1041']","['T1020', 'T1041']","['T1020', 'T1071']"
28323,"[
   {
     ""sid"": ""28323"",
     ""Technique ID"": ""T1102"",
     ""Technique name"": ""Web Service"",
     ""Quotes"": ""Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system"",
     ""Explanation"": ""This rule detects the use of a web shell, which is a type of web-based backdoor that allows attackers to execute commands on a compromised system. The rule specifically looks for a web shell that uses the X-Forwarded-For header to relay data. This technique is commonly used by adversaries to control compromised systems remotely.""
   },
   {
     ""sid"": ""28323"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""This rule detects the use of a web shell, which is a type of web-based backdoor that allows attackers to execute commands on a compromised system. The rule specifically looks for a web shell that uses the FromBase64String function to decode and execute shell commands. This technique is commonly used by adversaries to transfer tools or other files into a compromised system.""
   }
 ][
         ""sid"": ""28323"",
         ""Technique ID"": ""T1102"",
         ""Technique name"": ""Web Service"",
         ""Quotes"": ""Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system."",
         ""Explanation"": ""This rule detects traffic from a known malicious web shell that uses HTTP headers to encode data transferred between the compromised system and the attacker's command and control server.""
     ],
     [
         ""sid"": ""28323"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
         ""Explanation"": ""The rule specifically looks for a POST request with a body containing ""FromBase64String"" and a subsequent POST request with a body starting with ""z"" within 200 characters, which is a common pattern used by web shells to transfer encoded tools or scripts to the compromised system.""
     ]
 ][
     {
         ""sid"": ""28323"",
         ""Technique ID"": ""T1102"",
         ""Technique name"": ""Web Service"",
         ""Quotes"": ""Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system."",
         ""Explanation"": ""The rule detects a web shell connection from a compromised host to an external web service, which is a common technique used to exfiltrate data or receive commands from an attacker.""
     },
     {
         ""sid"": ""28323"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
         ""Explanation"": ""The rule also detects the transfer of a tool or script via the web shell connection, which could be used to further compromise the system.""
     }
 ]","['T1025', 'T1102', 'T1105', 'T1190', 'T1497']","['T1102', 'T1190']","['T1102', 'T1105']","['T1102', 'T1105']","['T1505', 'T1219']"
58616,"[
     {
         ""sid"": ""58616"",
         ""Technique ID"": ""T1204"",
         ""Technique name"": ""User Execution"",
         ""Quotes"": ""Adversaries may rely upon specific actions by a user in order to gain execution."",
         ""Explanation"": ""This rule looks for a command attempt characterized by specific actions by a user.""
     },
     {
         ""sid"": ""58616"",
         ""Technique ID"": ""T1078"",
         ""Technique name"": ""Valid Accounts"",
         ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion."",
         ""Explanation"": ""This rule looks for an attempt to execute a command using a valid account.""
     }
 ][
   {
     ""sid"": ""58616"",
     ""Technique ID"": ""T1204"",
     ""Technique name"": ""User Execution"",
     ""Quotes"": [
       ""An adversary may rely upon specific actions by a user in order to gain execution.""
     ],
     ""Explanation"": ""This rule detects a command attempt in a Content-Disposition header, which may indicate an attempt to exploit a vulnerability in Microsoft Windows.""
   },
   {
     ""sid"": ""58616"",
     ""Technique ID"": ""T1059"",
     ""Technique name"": ""Command and Scripting Interpreter"",
     ""Quotes"": [
       ""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries.""
     ],
     ""Explanation"": ""The rule detects an attempt to execute a command using a script interpreter, which could be used to execute malicious code.""
   }
 ][
   {
     ""sid"": ""58616"",
     ""Technique ID"": ""T1203"",
     ""Technique Name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in Microsoft Windows which allows an attacker to execute arbitrary code by convincing a victim to open a malicious file.""
   },
   {
     ""sid"": ""58616"",
     ""Technique ID"": ""T1189"",
     ""Technique Name"": ""Drive-by Compromise"",
     ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing."",
     ""Explanation"": ""This rule triggers when the target receives a file with a malicious payload hidden inside an HTTP response. This is often the result of a drive-by compromise attack, where a user visits a malicious website and the website exploits a browser vulnerability to download and execute the payload.""
   }
 ]","['T1203', 'T1187', 'T1078', 'T1189', 'T1204', 'T1210', 'T1059']","['T1189', 'T1187']","['T1204', 'T1078', 'T1059', 'T1203', 'T1189']","['T1204', 'T1078']",['T1203']
40493,"[
   {
     ""sid"": ""40493"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": null,
     ""Explanation"": ""This rule detects attempts to exploit a code injection vulnerability in Ektron's ServerControlWS service.""
   },
   {
     ""sid"": ""40493"",
     ""Technique ID"": ""T1220"",
     ""Technique name"": ""XSL Script Processing"",
     ""Quotes"": ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files"",
     ""Explanation"": ""The rule specifically looks for attempts to inject code into XSL files, which is a technique used to bypass application controls and execute arbitrary code.""
   }
 ][
   {
     ""sid"": ""40493"",
     ""Technique ID"": ""T1220"",
     ""Technique name"": ""XSL Script Processing"",
     ""Quotes"": ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files."",
     ""Explanation"": ""This rule detects an attempt to exploit a code injection vulnerability in Ektron software by embedding XSL scripts in HTTP requests.""
   }
 ][
     {
         ""sid"": ""40493"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."""",
         ""Explanation"": ""This rule detects attempts to exploit a code injection vulnerability in Ektron's ServerControlWS.asmx web service.""
     },
     {
         ""sid"": ""40493"",
         ""Technique ID"": ""T1220"",
         ""Technique name"": ""XSL Script Processing"",
         ""Quotes"": """"Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files."""",
         ""Explanation"": ""The rule specifically mentions that it looks for attempts to inject XSL scripts, which is a technique commonly used by adversaries to bypass application controls and execute arbitrary code.""
     }
 ]","['T1190', 'T1203', 'T1204', 'T1202', 'T1110', 'T1220']","['T1190', 'T1204']","['T1190', 'T1220']","['T1220', 'T1190']",['T1220']
17444,"[
   {
     ""sid"": ""17444"",
     ""Technique ID"": ""T1220"",
     ""Technique Name"": ""XSL Script Processing"",
     ""Quotes"": ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files."",
     ""Explanation"": ""This rule looks for a heap overflow vulnerability in Mozilla Firefox versions prior to 3.6. The vulnerability can be exploited by embedding an XSL script containing malicious JavaScript code in a web page.""
   },
   {
     ""sid"": ""17444"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""This rule looks for exploitation attempts of a vulnerability in Mozilla Firefox versions prior to 3.6. The vulnerability can be exploited by sending a specially crafted web page to a vulnerable system.""
   }
 ][
         ""sid"": ""17444"",
         ""Technique ID"": ""T1220"",
         ""Technique Name"": ""XSL Script Processing"",
         ""Quotes"": ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files."",
         ""Explanation"": ""The rule looks for a specific pattern in the file data of an HTTP response, which is consistent with attempts to exploit a heap overflow vulnerability in Mozilla Firefox's XSL processing component.""
     ],
     [
         ""sid"": ""17444"",
         ""Technique ID"": ""T1203"",
         ""Technique Name"": ""Exploitation for Client Execution"",
         ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
         ""Explanation"": ""The rule looks for a specific pattern in the file data of an HTTP response, which is consistent with attempts to exploit a heap overflow vulnerability in Mozilla Firefox's XSL processing component.""
     ]
 ]
 {}
 ","['T1190', 'T1203', 'T1204', 'T1202', 'T1220']","['T1190', 'T1204']","['T1220', 'T1190', 'T1203']","['T1220', 'T1190']",['T1220']
43113,"[
   {
     ""sid"": ""43113"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in Schneider Electric's IGSS dashboard, potentially leading to the deletion of dashboard data.""
   },
   {
     ""sid"": ""43113"",
     ""Technique ID"": ""T1585"",
     ""Technique name"": ""Establish Accounts"",
     ""Quotes"": ""Adversaries may create and cultivate accounts with services that can be used during targeting"",
     ""Explanation"": ""This rule detects attempts to establish accounts in the Schneider Electric IGSS dashboard, which could be used by an adversary to gain access to the system.""
   }
 ][
   {
     ""sid"": ""43113"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""This rule detects attempts to exploit a Schneider Electric IGSS dashboard deletion vulnerability.""
   }
 ]
 {}
 ","['T1590', 'T1499', 'T1531', 'T1612', 'T1190', 'T1498', 'T1578', 'T1497', 'T1585']","['T1190', 'T1531']","['T1190', 'T1585']","['T1190', 'T1585']",['T1070']
