Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
300306,"
 {
   ""Sid"": ""300306"",
   ""Technique ID"": ""T1114"",
   ""Technique Name"": ""Email Collection"",
   ""Quotes"": [
     ""Adversaries may target user email to collect sensitive information""
   ],
   ""Explanation"": ""The Snort rule triggers on an \""OpenSSL x509 crafted email address buffer overflow attempt\"". This indicates that the rule is designed to detect attempts to exploit a vulnerability in the OpenSSL library that could allow an attacker to execute arbitrary code or access sensitive information, such as email addresses.""
 }
 
 {}
 
 {
   ""Sid"": ""300306"",
   ""Technique ID"": ""T1566"",
   ""Technique Name"": ""Phishing"",
   ""Quotes"": [""""],
   ""Explanation"": ""The rule looks for crafted email addresses in OpenSSL, which could be used for phishing attacks.""
 }
 ","['T1125', 'T1505', 'T1113', 'T1114', 'T1189', 'T1036', 'T1490', 'T1195', 'T1608', 'T1566', 'T1190', 'T1211', 'T1040', 'T1185', 'T1134', 'T1132']","['T1505', 'T1189']","['T1114', 'T1566']","['T1114', 'T1566']",['T1189']
56599,"{""Sid"": ""56599"", ""Technique ID"": ""T1190"", ""Technique Name"": ""Exploit Public-Facing Application"", ""Quotes"": [""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network""], ""Explanation"": ""The rule detects an outbound connection to an external IP address on a port associated with HTTP. The content of the request includes an HTTP cookie, indicating that the connection is part of a web-based attack. Adversaries may exploit public-facing web applications to gain initial access to a network, and the use of an HTTP cookie suggests that the adversary is attempting to establish a persistent connection to the target system.""}
 {""Sid"": ""56599"", ""Technique ID"": ""T1105"", ""Technique Name"": ""Ingress Tool Transfer"", ""Quotes"": [""Adversaries may transfer tools or other files from an external system into a compromised environment""], ""Explanation"": ""The rule detects an outbound connection to an external IP address on a port associated with HTTP. The content of the request includes an HTTP cookie, indicating that the connection is part of a web-based attack. Adversaries may use HTTP to transfer malicious tools or files into a compromised environment, and the use of an HTTP cookie suggests that the adversary is attempting to establish a persistent connection to the target system in order to transfer malicious payloads.""}
 {}
 {
 ""Sid"": ""56599"",
 ""Technique ID"": ""T1105"",
 ""Technique Name"": ""Ingress Tool Transfer"",
 ""Quotes"": [""""],
 ""Explanation"": ""The rule detects outbound connections to a specific URI (/api/v1/user) with specific HTTP headers and content, which is indicative of a malware stager attempting to establish a connection with a command and control server to download additional malicious components.""
 }
 {
 ""Sid"": ""56599"",
 ""Technique ID"": ""T1659"",
 ""Technique Name"": ""Content Injection"",
 ""Quotes"": [""""],
 ""Explanation"": ""The rule looks for specific HTTP headers and content in the traffic, which is indicative of a malware stager attempting to inject malicious content into a system through online network traffic.""
 }","['T1047', 'T1021', 'T1129', 'T1114', 'T1105', 'T1570', 'T1558', 'T1566', 'T1190', 'T1135', 'T1659', 'T1134', 'T1132']","['T1047', 'T1021']","['T1190', 'T1105', 'T1659']","['T1105', 'T1190']",['T1043']
48502,"[
   {
     ""Sid"": ""48502"",
     ""Technique ID"": ""T1484"",
     ""Technique Name"": ""Domain Policy Modification"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on attempts to modify domain policy settings, which is a technique used by adversaries to evade defenses and escalate privileges in domain environments.""
   },
   {
     ""Sid"": ""48502"",
     ""Technique ID"": ""T1561"",
     ""Technique Name"": ""Disk Wipe"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on attempts to wipe or corrupt raw disk data on specific systems or in large numbers in a network, which is a technique used by adversaries to interrupt availability to system and network resources.""
   }
 ]
 {}
 
 [
   {
     ""Sid"": ""48502"",
     ""Technique ID"": ""T1195"",
     ""Technique Name"": ""Supply Chain Compromise"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for a specific pattern in a file that is being downloaded. This pattern could be part of a malware tool that is used to delete data. This suggests that the adversary may be attempting to compromise the system through a supply chain attack, where they have manipulated the product (in this case, the file) prior to receipt by the final consumer (the system) for the purpose of data compromise.""
   },
   {
     ""Sid"": ""48502"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for a specific pattern in a file that is being downloaded. This pattern could be part of a malware tool that is used to delete data. This suggests that the adversary may be attempting to compromise the system through network sniffing, where they capture network traffic to collect information about the system and identify potential vulnerabilities.""
   }
 ]
 ","['T1080', 'T1091', 'T1021', 'T1484', 'T1561', 'T1105', 'T1559', 'T1195', 'T1566', 'T1069', 'T1083', 'T1040', 'T1135', 'T1115', 'T1059', 'T1583', 'T1039', 'T1485']","['T1021', 'T1566']","['T1484', 'T1561', 'T1195', 'T1040']","['T1484', 'T1561']",['T1070']
45483,"
 [
   {
     ""Sid"": ""45483"",
     ""Technique ID"": ""T1189"",
     ""Technique Name"": ""Drive-by Compromise"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects a phishing connection to a malicious PDF file hosted on a Dropbox subdomain (/cache/dropbox1/dropbox/). Phishing is a common technique used to compromise systems by enticing users to visit a malicious website.""
   },
   {
     ""Sid"": ""45483"",
     ""Technique ID"": ""T1001"",
     ""Technique Name"": ""Data Obfuscation"",
     ""Quotes"": [],
     ""Explanation"": ""The rule uses regular expressions and case-insensitive matching to detect the malicious content within the HTTP URI, indicating that the attackers are attempting to obfuscate the malicious content to evade detection.""
   }
 ]
 
 {
   ""Sid"": ""45483"",
   ""Technique ID"": ""T1189"",
   ""Technique Name"": ""Drive-by Compromise"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects phishing emails that contain a link to a malicious website. When a user clicks on the link, they are taken to a website that hosts a PDF document. The PDF document contains malicious code that is executed when the user opens the document. This technique is often used to distribute malware or to steal sensitive information.""
 }
 [
   {
     ""Sid"": ""45483"",
     ""Technique ID"": ""T1566"",
     ""Technique Name"": ""Phishing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when detecting PDF phishing agent outbound connection. Phishing is a common technique used to trick users into disclosing sensitive information, such as login credentials or financial data.""
   },
   {
     ""Sid"": ""45483"",
     ""Technique ID"": ""T1133"",
     ""Technique Name"": ""External Remote Services"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects outbound connections to external remote services, which is a common technique used by adversaries to gain initial access to a network or to persist within a network.""
   }
 ]","['T1080', 'T1021', 'T1072', 'T1189', 'T1041', 'T1105', 'T1049', 'T1569', 'T1566', 'T1133', 'T1008', 'T1040', 'T1095', 'T1584', 'T1098', 'T1001']","['T1189', 'T1021']","['T1189', 'T1001', 'T1566', 'T1133']","['T1189', 'T1001']",['T1102']
42836,"
 {
   ""Sid"": ""42836"",
   ""Technique ID"": ""T1102"",
   ""Technique Name"": ""Web Service"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on `http_client_body; content:\""=@eval(get_magic_quotes_gpc()?...` which is similar to web shells as they use HTTP requests to interact with the targeted system.""
 }
 [
   {
     ""Sid"": ""42836"",
     ""Technique ID"": ""T1102"",
     ""Technique Name"": ""Web Service"",
     ""Quotes"": [
       ""Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system""
     ],
     ""Explanation"": ""The rule detects malicious HTTP traffic connecting from the external network to the internal network on HTTP ports. The traffic is identified as Win.Backdoor.Chopper web shell connection. Web services can be abused by threat actors to relay data to/from a compromised system.""
   },
   {
     ""Sid"": ""42836"",
     ""Technique ID"": ""T1078"",
     ""Technique Name"": ""Valid Accounts"",
     ""Quotes"": [
       ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion""
     ],
     ""Explanation"": ""The rule detects traffic that is connecting to HTTP ports, which is typically used by web servers. Web servers often require authentication to access, so it is possible that the attacker is using valid accounts to access the web server and execute malicious commands.""
   }
 ]
 [
   {
     ""Sid"": ""42836"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an HTTP POST request containing a payload that starts with `=@eval(get_magic_quotes_gpc()?stripslashes($_POST[`, which is an indicator of a web shell connection. This suggests that an adversary is attempting to transfer a tool or file into the compromised environment.""
   },
   {
     ""Sid"": ""42836"",
     ""Technique ID"": ""T1133"",
     ""Technique Name"": ""External Remote Services"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an HTTP connection from an external network to a specific port range on the internal network. This suggests that an adversary is leveraging an external-facing remote service to access the internal network.""
   }
 ]
 ","['T1102', 'T1078', 'T1105', 'T1090', 'T1133', 'T1132']","['T1102', 'T1078']","['T1102', 'T1078', 'T1105', 'T1133']","['T1102', 'T1078']","['T1505', 'T1219']"
48818,"
 {
   ""Sid"": ""48818"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Application Layer Protocol"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on traffic over HTTP ports, targeting a remote IP address from the home network, and contains the User-Agent header \""xmsSofts_1.0.0_\"". This suggests the possibility of adversaries communicating using an application layer protocol to establish command and control (C2) or exfiltrate data in a way that may attempt to blend in with legitimate web traffic and evade detection.""
 }
 {
 ""Sid"": ""48818"",
 ""Technique ID"": ""T1040"",
 ""Technique Name"": ""Network Sniffing"",
 ""Quotes"": [],
 ""Explanation"": ""The rule looks for outbound HTTP traffic with a specific User-Agent header. This technique involves capturing network traffic to gather information about the environment, including authentication material.""
 }
 {
 ""Sid"": ""48818"",
 ""Technique ID"": ""T1105"",
 ""Technique Name"": ""Ingress Tool Transfer"",
 ""Quotes"": [],
 ""Explanation"": ""The rule detects outbound HTTP traffic with a specific User-Agent header. This technique involves transferring tools or other files from an external system into a compromised environment.""
 }
 {}
 ","['T1078', 'T1102', 'T1021', 'T1505', 'T1114', 'T1048', 'T1574', 'T1071', 'T1105', 'T1566', 'T1495', 'T1068', 'T1040', 'T1185', 'T1197', 'T1587', 'T1140']","['T1505', 'T1071']","['T1071', 'T1040', 'T1105']","['T1071', 'T1505']",['T1043']
41920,"
 {
   ""Sid"": ""41920"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Brute Force"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects attempts to brute force authentication tokens for McAfee Virus Scan Linux by looking for specific patterns in the traffic, such as the presence of the string \""/0409/nails\"" and \""Cookie|3A| nailsSessionId=\"". Brute force attacks involve repeatedly trying different combinations of usernames and passwords to gain access to a system, which is consistent with the behavior described in the rule.""
 }
 {""Sid"": ""41920"", ""Technique ID"": ""T1110"", ""Technique Name"": ""Brute Force"", ""Quotes"": [], ""Explanation"": ""The rule triggers on failed authentication attempts using the \""nailsSessionId\"" cookie, which is typically associated with brute force attacks.""}
 [
   {
     ""Sid"": ""41920"",
     ""Technique ID"": ""T1110"",
     ""Technique Name"": ""Brute Force"",
     ""Quotes"": null,
     ""Explanation"": ""The rule detects brute-force attacks against a web application on port 55443. Brute force is a technique used by adversaries to gain access to accounts when passwords are unknown or when password hashes are obtained.""
   }
 ]
 ","['T1529', 'T1113', 'T1596', 'T1114', 'T1559', 'T1528', 'T1566', 'T1120', 'T1187', 'T1592', 'T1112', 'T1110', 'T1586', 'T1134', 'T1136']","['T1566', 'T1187']",['T1110'],['T1110'],['T1110']
33939,"
 {""33939"":
     {
         ""Technique ID"": ""T1027"",
         ""Technique Name"": ""Obfuscated Files or Information"",
         ""Quotes"": [""\""Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit\""""],
         ""Explanation"": ""The rule looks for an attachment with the .cpl extension, which is often used by control panel files. Adversaries may obfuscate malicious files by using different extensions, so this rule may detect attempts to execute obfuscated files.""
     }
 }
 [
   {
     ""Sid"": ""33939"",
     ""Technique ID"": ""T1039"",
     ""Technique Name"": ""Data from Network Shared Drive"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attachment with a .cpl extension in IMAP or POP3 traffic, which could be an executable control panel file used for remote control.""
   },
   {
     ""Sid"": ""33939"",
     ""Technique ID"": ""T1027"",
     ""Technique Name"": ""Obfuscated Files or Information"",
     ""Quotes"": [],
     ""Explanation"": ""The rule uses multiple content patterns to detect the file attachment, including a PCRE to match filenames with a .cpl extension, which could be used to obfuscate malicious content.""
   }
 ]
 [
   {
     ""Sid"": ""33939"",
     ""Technique ID"": ""T1005"",
     ""Technique Name"": ""Data from Local System"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for executable control panel file attachments, which could be used to gain control of a system. This technique is relevant because it involves searching local system sources for files of interest.""
   },
   {
     ""Sid"": ""33939"",
     ""Technique ID"": ""T1039"",
     ""Technique Name"": ""Data from Network Shared Drive"",
     ""Quotes"": [],
     ""Explanation"": ""The rule also looks for files of interest on network shares, which could be used to compromise other systems on the network. This technique is relevant because it involves searching network shares for files of interest.""
   }
 ]
 ","['T1080', 'T1072', 'T1189', 'T1036', 'T1200', 'T1528', 'T1055', 'T1566', 'T1203', 'T1040', 'T1027', 'T1092', 'T1586', 'T1071', 'T1005', 'T1039']","['T1189', 'T1071']","['T1027', 'T1039', 'T1005']","['T1027', 'T1039']",['T1218']
34709,"
 {
   ""Sid"": ""34709"",
   ""Technique ID"": ""T1558"",
   ""Technique Name"": ""Steal or Forge Kerberos Tickets"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects attempts to exploit a denial of service vulnerability in the MIT Kerberos 5 krb5_read_message function. An attacker could exploit this vulnerability by sending a specially crafted Kerberos message to a vulnerable server, which could cause the server to crash or become unresponsive. This technique is relevant to the rule because it involves manipulating Kerberos authentication, which could allow an attacker to steal or forge Kerberos tickets and gain unauthorized access to a network.""
 }
 
 {
   ""Sid"": ""34709"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for Kerberos traffic, which could be sniffed to capture authentication material.""
 }
 [
   {
     ""Sid"": ""34709"",
     ""Technique ID"": ""T1558"",
     ""Technique Name"": ""Steal or Forge Kerberos Tickets"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on a denial of service attempt on a MIT Kerberos 5 krb5_read_message. This technique is related to the rule because it involves subverting Kerberos authentication by stealing or forging Kerberos tickets to enable Pass the Ticket.""
   },
   {
     ""Sid"": ""34709"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on a denial of service attempt on a MIT Kerberos 5 krb5_read_message. Network sniffing can be used to capture authentication material passed over the network, such as Kerberos tickets.""
   }
 ]","['T1550', 'T1018', 'T1006', 'T1490', 'T1036', 'T1558', 'T1055', 'T1563', 'T1190', 'T1008', 'T1498', 'T1040', 'T1059', 'T1548', 'T1491', 'T1485']","['T1190', 'T1059']","['T1558', 'T1040']","['T1558', 'T1040']",['T1550']
18329,"[
   {
     ""Sid"": ""18329"",
     ""Technique ID"": ""T1047"",
     ""Technique Name"": ""Windows Management Instrumentation"",
     ""Quotes"": [
       ""Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads""
     ],
     ""Explanation"": ""The rule looks for attempts to access the WMI Administrator Tools Object Viewer ActiveX function, which could be used by an adversary to execute malicious commands or payloads.""
   },
   {
     ""Sid"": ""18329"",
     ""Technique ID"": ""T1185"",
     ""Technique Name"": ""Browser Session Hijacking"",
     ""Quotes"": [
       ""Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijacking techniques""
     ],
     ""Explanation"": ""The rule looks for attempts to call the ReleaseContext function of the ActiveXObject, which could be used by an adversary to hijack a browser session and steal sensitive information.""
   }
 ]
 {}
 
 [
   {
     ""Sid"": ""18329"",
     ""Technique ID"": ""T1047"",
     ""Technique Name"": ""Windows Management Instrumentation"",
     ""Quotes"": [
       ""Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads""
     ],
     ""Explanation"": ""The rule detects an attempt to access the ReleaseContext function of the Microsoft Windows WMI Administrator Tools Object Viewer ActiveX control, which could be used to execute malicious commands or payloads.""
   },
   {
     ""Sid"": ""18329"",
     ""Technique ID"": ""T1176"",
     ""Technique Name"": ""Browser Extensions"",
     ""Quotes"": [
       ""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems""
     ],
     ""Explanation"": ""The rule detects an attempt to create or modify a new ActiveXObject, which could be used to install or execute a malicious browser extension.""
   }
 ]
 ","['T1047', 'T1204', 'T1053', 'T1114', 'T1056', 'T1105', 'T1195', 'T1049', 'T1055', 'T1120', 'T1190', 'T1210', 'T1027', 'T1110', 'T1185', 'T1176', 'T1071', 'T1543', 'T1025']","['T1071', 'T1047']","['T1047', 'T1185', 'T1176']","['T1047', 'T1185']",['T1047']
48531,"
 {
   ""Sid"": ""48531"",
   ""Technique ID"": ""T1220"",
   ""Technique Name"": ""XSL Script Processing"",
   ""Quotes"": [
     ""\""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files\""""
   ],
   ""Explanation"": ""The rule detects an attempt to bypass VBScript execution policy using XSL scripts, which is consistent with the technique of XSL Script Processing.""
 }
 
 {
   ""Sid"": ""48531"",
   ""Technique ID"": ""T1220"",
   ""Technique Name"": ""XSL Script Processing"",
   ""Quotes"": [
     ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files""
   ],
   ""Explanation"": ""The rule detects an attempt to bypass Microsoft Internet Explorer 11 VBScript execution policy by embedding a malicious script within an XSL file. This is consistent with the T1220 technique, which involves abusing XSL script processing for code execution.""
 }
 [
   {
     ""Sid"": ""48531"",
     ""Technique ID"": ""T1185"",
     ""Technique Name"": ""Browser Session Hijacking"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for a specific XML payload that can be used to bypass Internet Explorer's VBScript execution policy, which could allow an attacker to hijack a browser session.""
   },
   {
     ""Sid"": ""48531"",
     ""Technique ID"": ""T1220"",
     ""Technique Name"": ""XSL Script Processing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule specifically looks for an XSL payload, which is consistent with the XSL Script Processing technique.""
   }
 ]","['T1078', 'T1220', 'T1129', 'T1018', 'T1114', 'T1105', 'T1574', 'T1195', 'T1216', 'T1137', 'T1620', 'T1203', 'T1112', 'T1040', 'T1185', 'T1134', 'T1071', 'T1132', 'T1140']","['T1071', 'T1078']","['T1220', 'T1185']","['T1220', 'T1185']",['T1220']
34463,"{""Sid"":""34463"",""Technique ID"":""T1219"",""Technique Name"":""Remote Access Software"",""Quotes"":[],""Explanation"":""The rule detects outbound TeamViewer connections, which is a remote access software.""}
 {
   ""Sid"": ""34463"",
   ""Technique ID"": ""T1219"",
   ""Technique Name"": ""Remote Access Software"",
   ""Quotes"": [
     ""An adversary may use legitimate desktop support and remote access software to establish an interactive command and control channel to target systems within networks""
   ],
   ""Explanation"": ""The rule looks for outbound connections to specific ports that are commonly used by TeamViewer, a legitimate remote access tool. Adversaries may use such tools to establish an interactive command and control channel to target systems within networks, allowing them to remotely control and manage the systems.""
 }
 {""Sid"": ""34463"", ""Technique ID"": ""T1219"", ""Technique Name"": ""Remote Access Software"", ""Quotes"": [], ""Explanation"": ""The rule detects outbound connections to ports associated with TeamViewer, which is a remote access software. This technique is relevant because it involves the use of legitimate remote access software to establish an interactive command and control channel to target systems within networks.""}","['T1021', 'T1135', 'T1505', 'T1189', 'T1105', 'T1518', 'T1219', 'T1120', 'T1190', 'T1210', 'T1106', 'T1110', 'T1010', 'T1587', 'T1132']","['T1505', 'T1219']",['T1219'],['T1219'],['T1219']
655,"{""Sid"": ""655"", ""Technique ID"": ""T1190"", ""Technique Name"": ""Exploit Public-Facing Application"", ""Quotes"": [], ""Explanation"": ""The rule triggers an alert when an exploit attempt is made on port 25 of SMTP servers from an external network. This suggests that an adversary is attempting to exploit a vulnerability in the SMTP server to gain initial access to the network, which is consistent with the T1190 technique.""}JSON
 {
   ""Sid"": ""655"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects an attempt to exploit a vulnerability in a public-facing SMTP server using the Sendmail 8.6.9 exploit. This technique is commonly used by adversaries to gain initial access to a victim network.""
 }
 
 {
   ""Sid"": ""655"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when an attempt is made to exploit a vulnerability in a public-facing SMTP server. This is consistent with the T1190 technique, which involves exploiting a weakness in an Internet-facing host or system to initially access a network.""
 }
 ","['T1047', 'T1102', 'T1021', 'T1072', 'T1114', 'T1036', 'T1105', 'T1195', 'T1218', 'T1566', 'T1190', 'T1212', 'T1040', 'T1217', 'T1134', 'T1136']","['T1047', 'T1102']",['T1190'],['T1190'],['T1068']
26640,"[
   {
     ""Sid"": ""26640"",
     ""Technique ID"": ""T1113"",
     ""Technique Name"": ""Screen Capture"",
     ""Quotes"": [
       ""Adversaries may attempt to take screen captures of the desktop to gather information over the course of an operation""
     ],
     ""Explanation"": ""The rule looks for XML digital signature transformation of digest value, which can be used to capture screenshots of the desktop.""
   },
   {
     ""Sid"": ""26640"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [
       ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network""
     ],
     ""Explanation"": ""The rule looks for XML digital signature transformation of digest value, which can be used to sniff network traffic.""
   }
 ]{""Sid"": ""26640"", ""Technique ID"": ""T1040"", ""Technique Name"": ""Network Sniffing"", ""Quotes"": null, ""Explanation"": ""The rule looks for suspicious traffic containing specific XML tags and data, which could indicate network sniffing attempts to capture sensitive information, such as credentials or other data passing through the network.""}
 {}
 ","['T1125', 'T1113', 'T1072', 'T1114', 'T1041', 'T1036', 'T1195', 'T1012', 'T1190', 'T1040', 'T1110', 'T1071', 'T1132']","['T1071', 'T1190']","['T1113', 'T1040']","['T1040', 'T1113']",['T1220']
27919,"
 {
   ""Sid"": ""27919"",
   ""Technique ID"": ""T1020"",
   ""Technique Name"": ""Automated Exfiltration"",
   ""Quotes"": ""Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection"",
   ""Explanation"": ""The rule is looking for an encrypted POST request with the header \""Accept-Encoding |3A| identity, * |3B|q=0 |0D 0A|\"" and the content \""|3B| MSIE \"". This is a signature of a Zeus Trojan that is exfiltrating data.""
 }
 
 {
   ""Sid"": ""27919"",
   ""Technique ID"": ""T1020"",
   ""Technique Name"": ""Automated Exfiltration"",
   ""Quotes"": [],
   ""Explanation"": ""The rule is looking for POST data that is encrypted and exfiltrated over HTTP. This is a common technique used by malware to exfiltrate data from a compromised system.""
 }
 
 {}
 ","['T1020', 'T1041', 'T1564', 'T1071', 'T1027', 'T1132']","['T1020', 'T1071']",['T1020'],['T1020'],"['T1020', 'T1071']"
28323,"
 [
   {
     ""Sid"": ""28323"",
     ""Technique ID"": ""T1104"",
     ""Technique Name"": ""Multi-Stage Channels"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects a web shell connection to a remote server, which could be used for command and control. The rule also detects the use of a base64-encoded string, which is a common technique for hiding data in network traffic. This suggests that the attacker is using multiple stages for command and control, which is consistent with the T1104 technique.""
   },
   {
     ""Sid"": ""28323"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects the use of the \""FromBase64String\"" function, which is commonly used to decode base64-encoded strings. This suggests that the attacker is using a base64-encoded file or directory listing, which is a common technique for discovering files and directories on a remote system. This is consistent with the T1083 technique.""
   }
 ]
 
 {
   ""Sid"": ""28323"",
   ""Technique ID"": ""T1104"",
   ""Technique Name"": ""Multi-Stage Channels"",
   ""Quotes"": [
     ""Adversaries may create multiple stages for command and control that are employed under different conditions or for certain functions""
   ],
   ""Explanation"": ""The rule involves sending data to a web shell, which is a technique commonly used in multi-stage command and control channels. The rule checks for specific patterns in the HTTP traffic, indicating the presence of a web shell.""
 }
 {
   ""Sid"": ""28323"",
   ""Technique ID"": ""T1104"",
   ""Technique Name"": ""Multi-Stage Channels"",
   ""Quotes"": [],
   ""Explanation"": ""The usage of \""flow:to_server,established\"" and \""http_header\"" implies that the attacker is trying to establish a connection to a remote server through an HTTP request, which is a common technique used in multi-stage attacks.""
  }
 {
   ""Sid"": ""28323"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The use of \""http_header; content:\""X-Forwarded-For\"",nocase\"" indicates that the IDS rule is looking for network traffic that contains a specific HTTP header, which could be used to sniff network traffic for sensitive information.""
  }","['T1497', 'T1041', 'T1098', 'T1105', 'T1534', 'T1133', 'T1083', 'T1104', 'T1040', 'T1498']","['T1041', 'T1133']","['T1104', 'T1083', 'T1040']","['T1104', 'T1083']","['T1505', 'T1219']"
58616,"
 {
   ""Sid"": ""58616"",
   ""Technique ID"": ""T1016"",
   ""Technique Name"": ""System Network Configuration Discovery"",
   ""Quotes"": [],
   ""Explanation"": ""The IDS rule triggers when a command with a CLSID is attempted, the CLSID is used to discover the network configuration of the system.""
 }
 
 {}
 {
   ""Sid"": ""58616"",
   ""Technique ID"": ""T1132"",
   ""Technique Name"": ""Data Encoding"",
   ""Quotes"": [],
   ""Explanation"": ""The Snort rule detects attempts to exploit a Microsoft Windows vulnerability by using a specially crafted HTTP request with an encoded Content-Disposition header. This technique is often used by adversaries to bypass detection and evade security controls.""
 }","['T1199', 'T1078', 'T1113', 'T1114', 'T1041', 'T1105', 'T1016', 'T1137', 'T1003', 'T1187', 'T1111', 'T1040', 'T1185', 'T1134', 'T1132']","['T1078', 'T1003']","['T1016', 'T1132']","['T1016', 'T1132']",['T1203']
40493,"python
 {}
 {""Sid"": ""40493"", ""Technique ID"": ""T1220"", ""Technique Name"": ""XSL Script Processing"", ""Quotes"": [""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files""], ""Explanation"": ""The rule detects an attempt to inject XSL script code into an Ektron ServerControlWS.asmx web service, which could be used to execute malicious code on the server.""}
 {
   ""Sid"": ""40493"",
   ""Technique ID"": ""T1220"",
   ""Technique Name"": ""XSL Script Processing"",
   ""Quotes"": [
     ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files""
   ],
   ""Explanation"": ""The rule detects attempts to inject malicious XSL scripts into Ektron ServerControlWS.asmx, which is a web application.""
 }
 ","['T1220', 'T1102', 'T1129', 'T1114', 'T1574', 'T1518', 'T1137', 'T1190', 'T1112', 'T1659', 'T1134', 'T1140']","['T1220', 'T1102']",['T1220'],['T1220'],['T1220']
