Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
48573,"[
   {
     ""sid"": ""48573"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""The rule indicates an attempt to exploit a vulnerability in the WordPress content management system through the `/wp-admin/admin.php` script, which could allow an attacker to delete arbitrary files on the server.""
   },
   {
     ""sid"": ""48573"",
     ""Technique ID"": ""T1203"",
     ""Technique Name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
     ""Explanation"": ""The rule monitors for attempts to exploit a vulnerability in a web browser, such as a browser extension or JavaScript injection, that could allow an attacker to execute malicious code on the client side.""
   }
 ][
     {
         ""sid"": ""48573"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve exploiting vulnerabilities in web applications to execute malicious code or gain access to sensitive information."""",
         ""Explanation"": ""This event is generated when an attempt to delete an arbitrary file in a WordPress application is detected.""
     },
     {
         ""sid"": ""48573"",
         ""Technique ID"": ""T1211"",
         ""Technique Name"": ""Exploitation for Defense Evasion"",
         ""Quotes"": """"Exploitation for Defense Evasion techniques involve exploiting system or application vulnerabilities to bypass security features or evade detection mechanisms."""",
         ""Explanation"": ""This event is generated when an attempt to delete an arbitrary file in a WordPress application is detected.""
     }
 ][
         ""sid"": ""48573"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application technique involves identifying and exploiting vulnerabilities in Internet-facing applications to gain unauthorized access or elevate privileges within a network. In this rule, an attempt to exploit a vulnerability in WordPress is detected. This vulnerability allows an attacker to delete arbitrary files on the server."""",
         ""Explanation"": ""This rule is triggered when an attempt to exploit a vulnerability in WordPress is detected. This vulnerability allows an attacker to delete arbitrary files on the server.""
     }
 ]","['T1190', 'T1211', 'T1498', 'T1110', 'T1105', 'T1570', 'T1203']","['T1190', 'T1203']","['T1190', 'T1203', 'T1211']","['T1190', 'T1203']",['T1070']
1882,"[
     {
         ""sid"": ""1882"",
         ""Technique ID"": ""T1087"",
         ""Technique name"": ""Account Discovery"",
         ""Quotes"": ""Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment"",
         ""Explanation"": ""This event is triggered when there is an attempt to discover user accounts on the network, which is a common technique used by adversaries to identify potential targets for exploitation.""
     },
     {
         ""sid"": ""1882"",
         ""Technique ID"": ""T1098"",
         ""Technique name"": ""Account Manipulation"",
         ""Quotes"": ""Adversaries may manipulate accounts to maintain and/or elevate access to victim systems"",
         ""Explanation"": ""The rule detects attempts to modify user accounts, which could indicate that an adversary is trying to gain unauthorized access or escalate privileges on the network.""
     }
 ][
     ""sid"": ""1882"",
     ""Technique ID"": ""T1087"",
     ""Technique name"": ""Account Discovery"",
     ""Quotes"": """"Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment."""",
     ""Explanation"": ""Indicates the presence of an indicator of compromise, which is related to the identification of valid accounts.""
 ],
         [
     ""sid"": ""1882"",
     ""Technique ID"": ""T1574"",
     ""Technique name"": ""Process Discovery"",
     ""Quotes"": """"Adversaries may query running processes on a system to identify potential targets for exploitation or lateral movement."""",
     ""Explanation"": ""Queries running process information, which can be used to identify potential targets for exploitation or lateral movement.""
 ][
   {
     ""sid"": ""1882"",
     ""Technique ID"": ""T1003"",
     ""Technique name"": ""OS Credential Dumping"",
     ""Quotes"": """"Adversaries may attempt to dump credentials to obtain account login and credential material, normally in the form of a hash or a clear text password, from the operating system and software."""",
     ""Explanation"": ""This rule detects UID and GID information, which can be used to obtain user credentials, indicating credential dumping activity.""
   },
   {
     ""sid"": ""1882"",
     ""Technique ID"": ""T1047"",
     ""Technique name"": ""Windows Management Instrumentation"",
     ""Quotes"": """"Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads."""",
     ""Explanation"": ""This rule detects WMI activity and dumping of UID/GID information, which can be abused to execute malicious commands.""
   }
 ]","['T1589', 'T1482', 'T1047', 'T1106', 'T1027', 'T1003', 'T1012', 'T1087', 'T1098', 'T1048', 'T1592', 'T1078', 'T1590', 'T1070']","['T1047', 'T1027']","['T1087', 'T1098', 'T1574', 'T1003', 'T1047']","['T1087', 'T1098']",['T1166']
19171,"
 {}
 [
         {
             ""sid"": ""19171"",
             ""Technique ID"": ""T1189"",
             ""Technique name"": ""Drive-by Compromise"",
             ""Quotes"": """"Drive-by Compromise techniques are attempts to exploit a system through a user visiting a website over the normal course of browsing. The rule specifically mentions a dll-load exploit attempt involving ieshims.dll in Microsoft Internet Explorer 8, which is consistent with techniques used in Drive-by Compromise attacks."""",
             ""Explanation"": ""This event is generated when an attempt is made to exploit a vulnerability in Microsoft Internet Explorer 8.""
         }
     ][
     {
         ""sid"": ""19171"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploiting a public-facing web application to gain initial access into a network—there are many methods to exploit public-facing web applications."""",
         ""Explanation"": ""This rule triggers when an attempt is made to exploit an Internet Explorer vulnerability via the 'ieshims.dll' library.""
     },
     {
         ""sid"": ""19171"",
         ""Technique ID"": ""T1068"",
         ""Technique name"": ""Exploitation for Privilege Escalation"",
         ""Quotes"": """"Exploiting software vulnerabilities in an attempt to elevate privileges—an adversary may use publicly available exploits, write custom exploits, or purchase exploits."""",
         ""Explanation"": ""The targeted vulnerability is known to allow attackers to escalate privileges on the victim system.""
     }
 ]","['T1212', 'T1068', 'T1189', 'T1190', 'T1498', 'T1598', 'T1027', 'T1202', 'T1203', 'T1185', 'T1110', 'T1204']","['T1189', 'T1190']","['T1189', 'T1190', 'T1068']","['T1189', 'T1505']",['T1574']
2044,"[
   {
     ""sid"": ""2044"",
     ""Technique ID"": ""T1071"",
     ""Technique name"": ""Application Layer Protocol"",
     ""Quotes"": """"Application Layer Protocol techniques involve using OSI application layer protocols for communication to blend in with legitimate network traffic and evade detection. PPTP (Point-to-Point Tunneling Protocol), as mentioned in the rule, is an OSI application layer protocol used to establish VPN connections."""",
     ""Explanation"": ""This event is generated when an attempt to establish a PPTP connection is detected.""
   }
 ][
         {
             ""sid"": ""2044"",
             ""Technique ID"": ""T1046"",
             ""Technique name"": ""Network Service Discovery"",
             ""Quotes"": """"Network Service Discovery techniques involve probing for services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation."""",
             ""Explanation"": ""The rule is related to PPTP Start Control Request attempt, which is used for network service discovery.""
         },
         {
             ""sid"": ""2044"",
             ""Technique ID"": ""T1190"",
             ""Technique name"": ""Exploit Public-Facing Application"",
             ""Quotes"": """"Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."""",
             ""Explanation"": ""The rule is related to PPTP, which is a public-facing application.""
         }
     ][
   {
     ""sid"": ""2044"",
     ""Technique ID"": ""T1048"",
     ""Technique name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": ""\""Exfiltration Over Alternative Protocol techniques involve using a different protocol than the existing command and control channel to exfiltrate data.\"""",
     ""Explanation"": ""This rule detects attempts to initiate a PPTP (Point-to-Point Tunneling Protocol) connection, which can be used for tunneling network traffic over an encrypted channel. PPTP is commonly used for remote access and can be abused by adversaries to exfiltrate data over an alternative protocol.""
   },
   {
     ""sid"": ""2044"",
     ""Technique ID"": ""T1070"",
     ""Technique name"": ""Indicator Removal"",
     ""Quotes"": ""\""Indicator Removal techniques involve deleting or modifying artifacts generated within systems to remove evidence of presence or hinder defenses.\"""",
     ""Explanation"": ""This rule detects attempts to establish a PPTP connection, which can be used by adversaries to establish a persistent connection to a victim network. By creating a PPTP connection, adversaries can potentially bypass network security controls and evade detection, making it difficult to identify and remove their presence.""
   }
 ]","['T1046', 'T1071', 'T1580', 'T1095', 'T1104', 'T1525', 'T1070', 'T1190', 'T1129', 'T1136', 'T1014', 'T1048', 'T1110', 'T1008', 'T1548']","['T1071', 'T1070']","['T1071', 'T1046', 'T1190', 'T1048', 'T1070']","['T1071', 'T1505']",['T1595']
1579,"[
   {
     ""sid"": ""1579"",
     ""Technique ID"": ""T1484"",
     ""Technique name"": ""Domain Policy Modification"",
     ""Quotes"": """"Domain Policy Modification techniques modify the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments. The rule searches specifically for access to the Domino web administration page (/webadmin.nsf) indicating an attempt to modify the settings or access sensitive information."""",
     ""Explanation"": ""This event generates when an attacker has gained access to the Domino web administration page, which could lead to policy modification and privilege escalation.""
   }
 ]
 {}
 
 {}
 ","['T1190', 'T1484', 'T1040', 'T1135', 'T1654', 'T1036', 'T1134', 'T1595', 'T1010', 'T1018', 'T1059', 'T1047', 'T1220', 'T1195', 'T1049']","['T1190', 'T1059']",['T1484'],['T1484'],['T1133']
48792,"[
     {
         ""sid"": ""34843"",
         ""Technique ID"": ""T1056"",
         ""Technique name"": ""Input Capture"",
         ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a Trojan (Win.Trojan.W97M) identified by its known malicious user agent (EMERY), which is commonly used by keyloggers to capture user input."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     },
     {
         ""sid"": ""34843"",
         ""Technique ID"": ""T1114"",
         ""Technique name"": ""Email Collection"",
         ""Quotes"": """"Automated Collection techniques involve the use of tools and scripts to gather information about a system or network. The rule indicates the presence of a Trojan (Win.Trojan.W97M) that may use automated methods to collect sensitive information, including email addresses."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     }
 ]
 {}
 [
   {
     ""sid"": ""34843"",
     ""Technique ID"": ""T1056"",
     ""Technique Name"": ""Input Capture"",
     ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a Trojan (Win.Trojan.W97M) known for using malicious user agents to avoid detection and compromise systems."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   },
   {
     ""sid"": ""34843"",
     ""Technique ID"": ""T1114"",
     ""Technique Name"": ""Email Collection"",
     ""Quotes"": """"Email Collection techniques involve targeting user email to collect sensitive information. The rule indicates the presence of a Trojan (Win.Trojan.W97M) that may attempt to collect email addresses and other sensitive information from compromised systems."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   }
 ]","['T1110', 'T1114', 'T1585', 'T1124', 'T1059', 'T1036', 'T1070', 'T1105', 'T1046', 'T1119', 'T1056', 'T1565', 'T1485', 'T1548', 'T1102']","['T1059', 'T1070']","['T1056', 'T1114']","['T1056', 'T1114']",['T1133']
40450,"[
   {
     ""sid"": ""40450"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": """"Ingress Tool Transfer refers to the movement of malicious tools or software into a compromised environment."""",
     ""Explanation"": ""This rule detects attempts by malware to download and execute additional tools or malicious software from a remote server.""
   },
   {
     ""sid"": ""40450"",
     ""Technique ID"": ""T1484"",
     ""Technique name"": ""Domain Policy Modification"",
     ""Quotes"": """"Domain Policy Modification techniques involve modifying the security settings and policies of a domain to gain unauthorized access or escalate privileges."""",
     ""Explanation"": ""The rule specifically mentions 'onedrive' in the HTTP URI, which suggests that the malware may be attempting to leverage Microsoft OneDrive as a means to access or exfiltrate sensitive data.""
   }
 ][
         ""sid"": ""40450"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": """"Ingress Tool Transfer techniques involve transferring tools or other files from an external system into a compromised environment using various methods, such as uploading files via HTTP or leveraging legitimate software update mechanisms. The rule identifies an attempt to download a file from a remote server using the ""/fr/mso/onedrive"" URI, which is indicative of a malware downloader trying to retrieve malicious tools or payloads from a command and control server."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ],
     [
         ""sid"": ""40450"",
         ""Technique ID"": ""T1553"",
         ""Technique name"": ""File and Directory Discovery"",
         ""Quotes"": """"File and Directory Discovery techniques involve identifying files and directories of interest within a system to gather information about the system and potential targets for attack. The rule matches attempts to access the ""/fr/mso/onedrive"" URI, which could be an attempt by malware to locate and access sensitive files or directories on the compromised system."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]
 ]{}","['T1496', 'T1132', 'T1484', 'T1568', 'T1105', 'T1490', 'T1124', 'T1566', 'T1562', 'T1564', 'T1113', 'T1497', 'T1134', 'T1569']","['T1566', 'T1568']","['T1105', 'T1484', 'T1553']","['T1105', 'T1484']",['T1102']
45469,"[
     ""sid"": ""45469"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": """"Adversaries may transfer tools or other files from an external system into a compromised environment."""",
     ""Explanation"": ""This event is generated when an attempt to download a potentially malicious file from an external source is detected.""
 ],
     ""sid"": ""45469"",
     ""Technique ID"": ""T1110"",
     ""Technique Name"": ""Brute Force"",
     ""Quotes"": """"Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained."""",
     ""Explanation"": ""This event is generated when an attempt to brute force login credentials is detected.""
 ][
     ""sid"": ""45469"",
     ""Technique ID"": ""T1484"",
     ""Technique Name"": ""Domain Policy Modification"",
     ""Quotes"": """"Domain Policy Modification' involves altering the settings of a domain to evade defenses or escalate privileges. In this case, the rule detects an attempt to download a ransomware payload using a modified '/kelly6666/lo.txt' URL, which is consistent with attackers modifying domain policies to facilitate malware distribution."""",
     ""Explanation"": ""ransomware is a type of malware that encrypts a victim's files and demands a ransom payment to decrypt them.""
 ][
   {
     ""sid"": ""45469"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Ingress Tool Transfer techniques involve moving malicious tools or files from an external system into a compromised environment to support further malicious activity. The rule identifies an attempt by the SambaCry ransomware to download a file ('/kelly6666/lo.txt') from an external source, indicating the potential transfer of malicious tools or components."",
     ""Explanation"": ""The communication identified is used by malware to download malicious components from an external source to the compromised system.""
   },
   {
     ""sid"": ""45469"",
     ""Technique ID"": ""T1484"",
     ""Technique Name"": ""Domain Policy Modification"",
     ""Quotes"": ""Domain Policy Modification techniques involve manipulating the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments. The rule mentions 'Domain Policy Override' in its metadata, suggesting that the detected activity involves attempts to modify domain policies, potentially to disable security measures or elevate privileges."",
     ""Explanation"": ""The suspicious communication is related to attempts to modify domain policies to gain unauthorized access or escalate privileges.""
   }
 ]","['T1482', 'T1110', 'T1129', 'T1495', 'T1189', 'T1105', 'T1525', 'T1197', 'T1484', 'T1547', 'T1496', 'T1190', 'T1486']","['T1189', 'T1190']","['T1105', 'T1110', 'T1484']","['T1105', 'T1505']",['T1571']
47849,"{}[
         ""sid"": ""47849"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": """"Ingress Tool Transfer techniques involve transferring tools or other files into a compromised environment from an external system. The rule detects a variant of Win.Downloader.DDECmdExec, which is a downloader Trojan that retrieves and executes additional malicious payloads from a remote server. The rule indicates the presence of a file download over SMTP, which is a common method used to transfer malicious tools or data into a compromised system."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     },
     {
         ""sid"": ""47849"",
         ""Technique ID"": ""T1059"",
         ""Technique name"": ""Command and Control"",
         ""Quotes"": """"Command and Control techniques involve establishing and maintaining communication with a remote server or other system to receive instructions, send data, and receive updates. The rule detects a variant of Win.Downloader.DDECmdExec, which is a downloader Trojan that retrieves and executes additional malicious payloads from a remote server. The rule indicates the presence of a file download over SMTP, which could be a method used to receive instructions or updates from a command and control server."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     }
 ][
     ""sid"": ""47849"",
     ""Technique ID"": ""T1106"",
     ""Technique name"": ""Native API"",
     ""Quotes"": """"The rule uses pcre to detect a specific pattern in the file data sent to SMTP servers, indicating a possible attempt to execute commands via the command prompt. Native API techniques involve interacting with the native OS application programming interface (API) to execute behaviors, which aligns with the rule's detection of command execution."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ],
     ""sid"": ""47849"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration over Command and Control Channel"",
     ""Quotes"": """"The rule specifically mentions that the detected behavior is related to malware, particularly a downloader that downloads and executes commands. Exfiltration over Command and Control Channel techniques involve transferring data from a compromised system to a remote location, which aligns with the rule's detection of data transfer to SMTP servers."""",
     ""Explanation"": ""This event is generated when there is an attempt to download and execute a file.""
 ]","['T1105', 'T1106', 'T1140', 'T1570', 'T1125', 'T1030', 'T1115', 'T1021', 'T1204']","['T1021', 'T1204']","['T1105', 'T1059', 'T1106', 'T1041']","['T1105', 'T1059']",['T1559']
2549,"[
     {
         ""sid"": ""2549"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve exploiting vulnerabilities in publicly accessible applications to gain initial access to a system."""",
         ""Explanation"": ""The rule detects attempts to write to a file on an HP Web JetAdmin server, which could indicate an attempt to exploit a vulnerability in the application.""
     },
     {
         ""sid"": ""2549"",
         ""Technique ID"": ""T1204"",
         ""Technique name"": ""User Execution"",
         ""Quotes"": """"User Execution techniques involve tricking a user into executing malicious code on their system, often through social engineering or phishing attacks."""",
         ""Explanation"": ""The rule detects attempts to write to a file on an HP Web JetAdmin server, which could be part of a social engineering or phishing attack to trick a user into executing malicious code.""
     }
 ]
 {}
 [
     {
         ""sid"": ""2549"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve exploiting vulnerabilities in public-facing applications to gain access to a network. The rule specifically mentions an attempt to write a file to '/plugins/framework/script/tree.xms' using the HP Web JetAdmin application, which indicates an attempt to exploit a vulnerability in this application to gain unauthorized access."""",
         ""Explanation"": ""This event is corresponding to rule is generated when activity relating to server-side application is detected.""
     },
     {
         ""sid"": ""2549"",
         ""Technique ID"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": """"Exploitation for Client Execution techniques involve exploiting software vulnerabilities in client applications to execute arbitrary code. The rule mentions an attempt to write a file to '/plugins/framework/script/tree.xms' using the HP Web JetAdmin application, which could potentially be used to execute malicious code on the client system."""",
         ""Explanation"": ""This event is corresponding to rule is generated when activity relating to client-side application is detected.""
     }
 ]","['T1190', 'T1203', 'T1016', 'T1112', 'T1499', 'T1105', 'T1570', 'T1202', 'T1189', 'T1484', 'T1498']","['T1189', 'T1190']","['T1190', 'T1204', 'T1203']","['T1190', 'T1204']",['T1106']
30523,"[
         ""sid"": ""30523"",
         ""Technique ID"": ""T1046"",
         ""Technique name"": ""Network Service Discovery"",
         ""Quotes"": """"Network Service Discovery techniques involve gathering information about available network services on remote hosts or local network infrastructure devices, often to identify potential vulnerabilities or exploitable services. The Snort rule detects an attempted OpenSSL TLSv1.2 heartbeat read overrun, which could be part of an attacker's reconnaissance phase to identify and exploit vulnerable services on the network."""",
         ""Explanation"": ""This event is generated when an attempt to exploit a TLS heartbeat vulnerability is detected.""
     },
     {
         ""sid"": ""30523"",
         ""Technique ID"": ""T1210"",
         ""Technique name"": ""Exploitation of Remote Services"",
         ""Quotes"": """"Exploitation of Remote Services techniques involve exploiting vulnerabilities in remote network services to gain unauthorized access to a system. The Snort rule specifically detects an attempt to exploit an OpenSSL TLSv1.2 heartbeat read overrun vulnerability, which could allow an attacker to execute arbitrary code on the target system."""",
         ""Explanation"": ""This event is generated when an attempt to exploit a remote service is detected.""
     }
 ][
   {
     ""sid"": ""30523"",
     ""Technique ID"": ""T1218"",
     ""Technique name"": ""System Binary Proxy Execution"",
     ""Quotes"": ""\""Adversaries may bypass process and/or signature-based defenses by proxying execution of malicious content with signed, or otherwise trusted, binaries\"""",
     ""Explanation"": ""This event is generated when an OpenSSL TLSv1.2 heartbeat read overrun attempt - vulnerable client response is detected. It can be a sign of an attacker probing or exploiting a vulnerability in the system, which is a common technique used to gain unauthorized access.""
   },
   {
     ""sid"": ""30523"",
     ""Technique ID"": ""T1046"",
     ""Technique name"": ""Network Service Discovery"",
     ""Quotes"": ""\""Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation\"""",
     ""Explanation"": ""This event is also related to Network Service Discovery, as attackers often conduct port scans and service discovery to identify potential vulnerabilities and entry points to the network.""
   }
 ]
 {}
 ","['T1210', 'T1590', 'T1040', 'T1190', 'T1046', 'T1654', 'T1218']","['T1190', 'T1218']","['T1046', 'T1210', 'T1218']","['T1046', 'T1210']",['T1005']
28349,"[
         ""sid"": ""28349"",
         ""Technique ID"": ""T1047"",
         ""Technique Name"": ""Windows Management Instrumentation"",
         ""Quotes"": """"Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads. The rule description mentions 'Microsoft Windows WMI administrator tools object viewer ActiveX clsid access', indicating potential abuse of WMI."""",
         ""Explanation"": ""This event is generated when activity relating to browser plugins is detected.""
     ],
     [
         ""sid"": ""28349"",
         ""Technique ID"": ""T1220"",
         ""Technique name"": ""XSL Script Processing"",
         ""Quotes"": """"Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files. The rule description mentions 'access', suggesting an attempt to bypass application control and execute malicious scripts using XSL."""",
         ""Explanation"": ""This event is generated when activity relating to browser plugins is detected.""
     ]
 ][
   {
     ""sid"": ""28349"",
     ""Technique ID"": ""T1047"",
     ""Technique Name"": ""Windows Management Instrumentation"",
     ""Quotes"": """"Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads."""",
     ""Explanation"": ""This event is generated when accessing the ActiveX class ID, which could lead to the execution of malicious commands.""
   },
   {
     ""sid"": ""28349"",
     ""Technique ID"": ""T1220"",
     ""Technique Name"": ""XSL Script Processing"",
     ""Quotes"": """"Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files."""",
     ""Explanation"": ""This event is due to an attempt to access an ActiveX class ID, which is commonly used to execute XSL scripts""
   }
 ][
   {
     ""sid"": ""28349"",
     ""Technique ID"": ""T1047"",
     ""Technique Name"": ""Windows Management Instrumentation"",
     ""Quotes"": ""\""Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads\"""",
     ""Explanation"": ""The rule identifies access to Microsoft Windows WMI administrator tools object viewer ActiveX, which is a technique commonly used by adversaries to gain persistence on a system and execute malicious commands.""
   },
   {
     ""sid"": ""28349"",
     ""Technique ID"": ""T1562"",
     ""Technique Name"": ""Impair Defenses"",
     ""Quotes"": ""\""Adversaries may maliciously modify components of a victim environment in order to hinder or disable defensive mechanisms\"""",
     ""Explanation"": ""The rule detects an attempt to access ActiveX controls, which can be used by adversaries to bypass security controls and gain access to sensitive information or execute malicious code.""
   }
 ]","['T1068', 'T1071', 'T1210', 'T1189', 'T1204', 'T1111', 'T1562', 'T1110', 'T1048', 'T1003', 'T1546', 'T1047', 'T1220', 'T1014']","['T1071', 'T1189']","['T1047', 'T1220', 'T1562']","['T1047', 'T1220']",['T1047']
24243,"[
   {
     ""sid"": ""24243"",
     ""Technique ID"": ""T1115"",
     ""Technique name"": ""TOR Network Proxy"",
     ""Quotes"": ""\""Adversaries may use the TOR network as an anonymizing service to conceal their traffic or to access hidden services on the TOR network that may host malicious content or provide access to compromised systems."""",
     ""Explanation"": ""The rule looks for a base64-encoded request containing specific parameters such as 'clk', 'bid', 'aid', 'sid', 'rd', and 'x86', which are commonly used in TOR network traffic to track users' activity and collect information about their browsing habits.""
   },
   {
     ""sid"": ""24243"",
     ""Technique ID"": ""T1110"",
     ""Technique name"": ""Brute Force"",
     ""Quotes"": ""\""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained."""",
     ""Explanation"": ""The rule detects an attempt to brute force an authentication mechanism by sending multiple requests with different credentials.""
   }
 ][
     {
         ""sid"": ""24243"",
         ""Technique ID"": ""T1567"",
         ""Technique name"": ""Exfiltration Over Web Service"",
         ""Quotes"": """"Exfiltration Over Web Service techniques involve using an existing, legitimate external Web service to exfiltrate data rather than an adversary's primary command and control channel. The rule alerts on HTTP traffic containing a base64-encoded URI that is known to be malicious and used for data exfiltration."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     },
     {
         ""sid"": ""24243"",
         ""Technique ID"": ""T1080"",
         ""Technique name"": ""Taint Shared Content"",
         ""Quotes"": """"Taint Shared Content techniques involve delivering payloads to remote systems via shared storage locations, such as network drives or internal code repositories. The rule detects an HTTP request containing a malicious URI that could be used to drop a payload onto a shared resource or repository."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     }
 ][
     {
         ""sid"": ""24243"",
         ""Technique ID"": ""T1132"",
         ""Technique name"": ""Data Encoding"",
         ""Quotes"": """"T1132 involves adversaries encoding data to make the content of command and control traffic more difficult to detect."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     },
     {
         ""sid"": ""24243"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": """"Exfiltration Over C2 Channel techniques involve adversaries stealing data by exfiltrating it over an existing command and control channel."""",
         ""Explanation"": ""This event is generated when an attempt to exfiltrate data over a C2 channel is detected.""
     }
 ]","['T1589', 'T1495', 'T1008', 'T1110', 'T1041', 'T1119', 'T1132', 'T1070', 'T1190', 'T1567', 'T1574', 'T1113', 'T1207', 'T1120', 'T1080', 'T1059', 'T1105']","['T1070', 'T1190']","['T1115', 'T1110', 'T1567', 'T1080', 'T1132', 'T1041']","['T1115', 'T1110']",['T1001']
